"trait","sample_size","rep","rho","p_value","n_intersect"
"width",15,88,0.969299221357063,0,3
"width",15,89,0.943047830923248,9.24728267624738e-09,3
"width",15,90,0.948387096774194,0,2
"width",15,91,0.965739710789766,0,2
"width",15,92,0.981312569521691,0,2
"width",15,93,0.971523915461624,0,3
"width",15,94,0.954616240266963,0,2
"width",15,95,0.976418242491657,0,3
"width",15,96,0.97908787541713,0,3
"width",15,97,0.955061179087875,0,2
"width",15,98,0.975973303670745,0,2
"width",15,99,0.963959955506118,0,3
"width",15,100,0.93726362625139,3.30762150096034e-08,2
"width",15,101,0.931034482758621,6.21482317786474e-08,2
"width",15,102,0.961290322580645,0,3
"width",15,103,0.953281423804227,0,2
"width",15,104,0.932814238042269,5.34756421277101e-08,2
"width",15,105,0.955061179087875,0,3
"width",15,106,0.956395995550612,0,2
"width",15,107,0.950611790878754,0,2
"width",15,108,0.94972191323693,0,2
"width",15,109,0.953281423804227,0,3
"width",15,110,0.947497219132369,0,2
"width",15,111,0.967519466073415,0,3
"width",15,112,0.983537263626251,0,3
"width",15,113,0.935483870967742,4.10174139183829e-08,2
"width",15,114,0.956395995550612,0,2
"width",15,115,0.960400444938821,0,3
"width",15,116,0.96440489432703,0,1
"width",15,117,0.943047830923248,9.24728267624738e-09,3
"width",15,118,0.968854282536151,0,2
"width",15,119,0.96440489432703,0,2
"width",15,120,0.969299221357063,0,3
"width",15,121,0.951501668520578,0,3
"width",15,122,0.976418242491657,0,2
"width",15,123,0.964849833147942,0,2
"width",15,124,0.94972191323693,0,2
"width",15,125,0.982202447163515,0,2
"width",15,126,0.946162402669633,0,2
"width",15,127,0.967964404894327,0,3
"width",15,128,0.963515016685206,0,3
"width",15,129,0.945272525027809,8.73241696367794e-10,2
"width",15,130,0.907007786429366,2.08123553554029e-07,2
"width",15,131,0.965739710789766,0,2
"width",15,132,0.954277456121959,3.22873359396699e-16,3
"width",15,133,0.942602892102336,1.09742087755759e-08,2
"width",15,134,0.963177222558163,1.64710538190724e-17,3
"width",15,135,0.944827586206896,2.51348854290962e-09,2
"width",15,136,0.973189459798892,2.06121171347577e-19,2
"width",15,137,0.971523915461624,0,3
"width",15,138,0.924805339265851,9.48357141935817e-08,2
"width",15,139,0.970519529868031,7.65955283255171e-19,2
"width",15,140,0.959065628476085,0,2
"width",15,141,0.948832035595106,0,2
"width",15,142,0.977308120133482,0,2
"width",15,143,0.965294771968854,0,2
"width",15,144,0.9559510567297,0,2
"width",15,145,0.961735261401557,0,2
"width",15,146,0.967964404894327,0,2
"width",15,147,0.939933259176863,2.17049983048954e-08,2
"width",15,148,0.968854282536151,0,2
"width",15,149,0.969744160177976,0,2
"width",15,150,0.946162402669633,0,2
"width",15,151,0.980422691879866,0,3
"width",15,152,0.954171301446051,0,2
"width",15,153,0.942602892102336,1.09742087755759e-08,2
"width",15,154,0.965739710789766,0,2
"width",15,155,0.977308120133482,0,3
"width",15,156,0.966184649610679,0,3
"width",15,157,0.971523915461624,0,2
"width",15,158,0.948387096774194,0,1
"width",15,159,0.973748609566185,0,2
"width",15,160,0.977308120133482,0,2
"width",15,161,0.9853170189099,0,2
"width",15,162,0.970189098998888,0,2
"width",15,163,0.969299221357063,0,2
"width",15,164,0.942602892102336,1.09742087755759e-08,2
"width",15,165,0.960845383759733,0,2
"width",15,166,0.943047830923248,9.24728267624738e-09,2
"width",15,167,0.972413793103448,0,2
"width",15,168,0.984872080088988,0,3
"width",15,169,0.971968854282536,0,2
"width",15,170,0.971523915461624,0,2
"width",15,171,0.957730812013348,0,2
"width",15,172,0.947497219132369,0,2
"width",15,173,0.97285873192436,0,2
"width",15,174,0.970189098998888,0,2
"width",15,175,0.939043381535039,2.54237614818733e-08,3
"width",15,176,0.953281423804227,0,2
"width",15,177,0.959955506117909,0,3
"width",15,178,0.944382647385984,4.1709599372301e-09,2
"width",15,179,0.93726362625139,3.30762150096034e-08,2
"width",15,180,0.956395995550612,0,2
"width",15,181,0.953726362625139,0,2
"width",15,182,0.974193548387097,0,3
"width",15,183,0.937708565072302,3.11361300627433e-08,2
"width",15,184,0.939488320355951,2.35554607729299e-08,1
"width",15,185,0.975083426028921,0,3
"width",15,186,0.980867630700779,0,3
"width",15,187,0.962180200222469,0,2
"width",15,188,0.977308120133482,0,2
"width",15,189,0.939043381535039,2.54237614818733e-08,2
"width",15,190,0.955506117908787,0,2
"width",15,191,0.97686318131257,0,2
"width",15,192,0.965739710789766,0,3
"width",15,193,0.932814238042269,5.34756421277101e-08,2
"width",15,194,0.95817575083426,0,3
"width",15,195,0.977308120133482,0,2
"width",15,196,0.942602892102336,1.09742087755759e-08,2
"width",15,197,0.965739710789766,0,2
"width",15,198,0.963959955506118,0,2
"width",15,199,0.95817575083426,0,2
"width",15,200,0.951501668520578,0,2
"width",15,201,0.983092324805339,0,2
"width",15,202,0.974638487208009,0,2
"width",15,203,0.954171301446051,0,2
"width",15,204,0.951946607341491,0,2
"width",15,205,0.953726362625139,0,2
"width",15,206,0.964289693362688,1.07939046724512e-17,2
"width",15,207,0.962625139043381,0,2
"width",15,208,0.971968854282536,0,2
"width",15,209,0.947942157953282,0,2
"width",15,210,0.923025583982202,1.04844347473206e-07,2
"width",15,211,0.968409343715239,0,3
"width",15,212,0.961735261401557,0,3
"width",15,213,0.976418242491657,0,2
"width",15,214,0.959510567296997,0,2
"width",15,215,0.965294771968854,0,3
"width",15,216,0.968409343715239,0,2
"width",15,217,0.949276974416018,0,3
"width",15,218,0.960845383759733,0,2
"width",15,219,0.942157953281424,1.27186328677839e-08,3
"width",15,220,0.927474972191324,8.03809936521255e-08,2
"width",15,221,0.954171301446051,0,2
"width",15,222,0.971523915461624,0,3
"width",15,223,0.954616240266963,0,2
"width",15,224,0.95817575083426,0,2
"width",15,225,0.950940043708382,8.4802038699928e-16,2
"width",15,226,0.943937708565072,5.84571247699583e-09,2
"width",15,227,0.947052280311457,0,2
"width",15,228,0.978197997775306,0,2
"width",15,229,0.969299221357063,0,3
"width",15,230,0.961735261401557,0,2
"width",15,231,0.973303670745272,0,3
"width",15,232,0.942157953281424,1.27186328677839e-08,3
"width",15,233,0.96440489432703,0,2
"width",15,234,0.951946607341491,0,2
"width",15,235,0.959955506117909,0,2
"width",15,236,0.962180200222469,0,2
"width",15,237,0.959617315983681,5.86516933837588e-17,3
"width",15,238,0.949276974416018,0,2
"width",15,239,0.970189098998888,0,2
"width",15,240,0.943937708565072,5.84571247699583e-09,3
"width",15,241,0.932814238042269,5.34756421277101e-08,2
"width",15,242,0.961735261401557,0,3
"width",15,243,0.925250278086763,9.23800760174675e-08,2
"width",15,244,0.928364849833148,7.57115161327855e-08,2
"width",15,245,0.967074527252503,0,2
"width",15,246,0.959955506117909,0,3
"width",15,247,0.975973303670745,0,3
"width",15,248,0.947942157953282,0,3
"width",15,249,0.956395995550612,0,2
"width",15,250,0.949276974416018,0,2
"width",15,251,0.961290322580645,0,2
"width",15,252,0.971078976640712,0,2
"width",15,253,0.95817575083426,0,2
"width",15,254,0.963070077864294,0,2
"width",15,255,0.955506117908787,0,2
"width",15,256,0.957169880213725,1.3166467771558e-16,2
"width",15,257,0.972413793103448,0,3
"width",15,258,0.946607341490545,0,2
"width",15,259,0.944382647385984,4.1709599372301e-09,2
"width",15,260,0.97908787541713,0,3
"width",15,261,0.936255429088646,3.02520724187681e-14,3
"width",15,262,0.962064751753637,2.4814792223374e-17,2
"width",15,263,0.947497219132369,0,2
"width",15,264,0.961290322580645,0,3
"width",15,265,0.931805545870544,7.56766937713935e-14,2
"width",15,266,0.949276974416018,0,3
"width",15,267,0.971523915461624,0,3
"width",15,268,0.952391546162403,0,2
"width",15,269,0.931138063387829,8.63716583869304e-14,2
"width",15,270,0.952836484983315,0,2
"width",15,271,0.915906562847608,1.4784405879875e-07,2
"width",15,272,0.960845383759733,0,2
"width",15,273,0.951501668520578,0,2
"width",15,274,0.960400444938821,0,2
"width",15,275,0.955506117908787,0,2
"width",15,276,0.943047830923248,9.24728267624738e-09,3
"width",15,277,0.97686318131257,0,2
"width",15,278,0.959955506117909,0,1
"width",15,279,0.967519466073415,0,2
"width",15,280,0.96829458825898,2.09241117509218e-18,2
"width",15,281,0.939043381535039,2.54237614818733e-08,2
"width",15,282,0.965294771968854,0,2
"width",15,283,0.967074527252503,0,2
"width",15,284,0.948387096774194,0,3
"width",15,285,0.976418242491657,0,3
"width",15,286,0.954171301446051,0,3
"width",15,287,0.945272525027809,8.73241696367794e-10,2
"width",15,288,0.955061179087875,0,2
"width",15,289,0.960400444938821,0,2
"width",15,290,0.965294771968854,0,3
"width",15,291,0.949276974416018,0,3
"width",15,292,0.936818687430478,3.50343480424324e-08,2
"width",15,293,0.947942157953282,0,2
"width",15,294,0.963515016685206,0,2
"width",15,295,0.982202447163515,0,2
"width",15,296,0.952391546162403,0,2
"width",15,297,0.956840934371524,0,2
"width",15,298,0.954616240266963,0,3
"width",15,299,0.97686318131257,0,3
"width",15,300,0.968854282536151,0,2
"width",15,301,0.957285873192436,0,2
"width",15,302,0.918131256952169,1.3389946500103e-07,2
"width",15,303,0.961735261401557,0,2
"width",15,304,0.964849833147942,0,2
"width",15,305,0.972413793103448,0,3
"width",15,306,0.968409343715239,0,2
"width",15,307,0.953726362625139,0,2
"width",15,308,0.943047830923248,9.24728267624738e-09,3
"width",15,309,0.94515519552485,3.89515241368929e-15,2
"width",15,310,0.962180200222469,0,3
"width",15,311,0.953726362625139,0,2
"width",15,312,0.953726362625139,0,2
"width",15,313,0.967964404894327,0,2
"width",15,314,0.953726362625139,0,1
"width",15,315,0.968409343715239,0,2
"width",15,316,0.956395995550612,0,2
"width",15,317,0.953281423804227,0,3
"width",15,318,0.965294771968854,0,3
"width",15,319,0.967519466073415,0,2
"width",15,320,0.96440489432703,0,2
"width",15,321,0.961290322580645,0,2
"width",15,322,0.965739710789766,0,2
"width",15,323,0.960845383759733,0,2
"width",15,324,0.9412680756396,1.62601809935249e-08,3
"width",15,325,0.962616846261733,2.02792508741711e-17,3
"width",15,326,0.971523915461624,0,2
"width",15,327,0.944827586206896,2.51348854290962e-09,2
"width",15,328,0.912791991101224,1.6813135311829e-07,2
"width",15,329,0.969744160177976,0,3
"width",15,330,0.984427141268076,0,3
"width",15,331,0.959065628476085,0,2
"width",15,332,0.955506117908787,0,2
"width",15,333,0.950166852057842,0,2
"width",15,334,0.960845383759733,0,1
"width",15,335,0.968854282536151,0,3
"width",15,336,0.968854282536151,0,3
"width",15,337,0.946162402669633,0,2
"width",15,338,0.938598442714127,2.73099447010653e-08,3
"width",15,339,0.926585094549499,8.51248189251881e-08,2
"width",15,340,0.982647385984427,0,2
"width",15,341,0.971523915461624,0,2
"width",15,342,0.949276974416018,0,2
"width",15,343,0.960845383759733,0,2
"width",15,344,0.963959955506118,0,3
"width",15,345,0.983092324805339,0,2
"width",15,346,0.966514634971739,4.44622990000631e-18,2
"width",15,347,0.969299221357063,0,3
"width",15,348,0.956840934371524,0,2
"width",15,349,0.958059856857346,9.86705244570786e-17,2
"width",15,350,0.955506117908787,0,2
"width",15,351,0.934149054505006,4.71642223929874e-08,2
"width",15,352,0.929254727474972,7.11163047008642e-08,2
"width",15,353,0.959955506117909,0,2
"width",15,354,0.953726362625139,0,3
"width",15,355,0.922135706340378,1.09960246169577e-07,3
"width",15,356,0.951501668520578,0,2
"width",15,357,0.956395995550612,0,2
"width",15,358,0.96440489432703,0,3
"width",15,359,0.963070077864294,0,2
"width",15,360,0.951501668520578,0,2
"width",15,361,0.959510567296997,0,2
"width",15,362,0.969299221357063,0,3
"width",15,363,0.983982202447164,0,2
"width",15,364,0.94349276974416,7.53780182162756e-09,2
"width",15,365,0.949276974416018,0,3
"width",15,366,0.95817575083426,0,2
"width",15,367,0.9412680756396,1.62601809935249e-08,2
"width",15,368,0.956395995550612,0,2
"width",15,369,0.964849833147942,0,2
"width",15,370,0.967074527252503,0,2
"width",15,371,0.955061179087875,0,2
"width",15,372,0.976418242491657,0,3
"width",15,373,0.984427141268076,0,2
"width",15,374,0.962625139043381,0,2
"width",15,375,0.939488320355951,2.35554607729299e-08,1
"width",15,376,0.933259176863181,5.13534961292701e-08,3
"width",15,377,0.94972191323693,0,2
"width",15,378,0.968409343715239,0,2
"width",15,379,0.975973303670745,0,3
"width",15,380,0.929254727474972,7.11163047008642e-08,2
"width",15,381,0.946162402669633,0,2
"width",15,382,0.972413793103448,0,2
"width",15,383,0.965739710789766,0,2
"width",15,384,0.967519466073415,0,2
"width",15,385,0.960400444938821,0,3
"width",15,386,0.975528364849833,0,2
"width",15,387,0.964849833147942,0,3
"width",15,388,0.947942157953282,0,2
"width",15,389,0.919466073414905,1.25753281163398e-07,2
"width",15,390,0.930144605116797,6.65952532566074e-08,3
"width",15,391,0.978197997775306,0,2
"width",15,392,0.971968854282536,0,2
"width",15,393,0.980867630700779,0,3
"width",15,394,0.959065628476085,0,3
"width",15,395,0.977753058954394,0,1
"width",15,396,0.962180200222469,0,2
"width",15,397,0.981757508342603,0,3
"width",15,398,0.97686318131257,0,3
"width",15,399,0.958620689655172,0,2
"width",15,400,0.966629588431591,0,3
"width",15,401,0.971078976640712,0,3
"width",15,402,0.959510567296997,0,2
"width",15,403,0.952391546162403,0,2
"width",15,404,0.947052280311457,0,2
"width",15,405,0.97908787541713,0,3
"width",15,406,0.947497219132369,0,3
"width",15,407,0.956395995550612,0,2
"width",15,408,0.97908787541713,0,3
"width",15,409,0.954616240266963,0,3
"width",15,410,0.978642936596218,0,2
"width",15,411,0.927474972191324,8.03809936521255e-08,2
"width",15,412,0.931479421579533,5.99524352311953e-08,2
"width",15,413,0.961290322580645,0,2
"width",15,414,0.959065628476085,0,2
"width",15,415,0.954616240266963,0,2
"width",15,416,0.930693075066019,9.42596084150204e-14,2
"width",15,417,0.953726362625139,0,2
"width",15,418,0.965739710789766,0,2
"width",15,419,0.963515016685206,0,2
"width",15,420,0.964849833147942,0,2
"width",15,421,0.953281423804227,0,2
"width",15,422,0.962625139043381,0,3
"width",15,423,0.967519466073415,0,3
"width",15,424,0.967964404894327,0,2
"width",15,425,0.966629588431591,0,2
"width",15,426,0.971078976640712,0,3
"width",15,427,0.948387096774194,0,2
"width",15,428,0.940823136818687,1.80574054446499e-08,3
"width",15,429,0.956395995550612,0,2
"width",15,430,0.969744160177976,0,2
"width",15,431,0.953726362625139,0,2
"width",15,432,0.978197997775306,0,2
"width",15,433,0.957285873192436,0,3
"width",15,434,0.949276974416018,0,2
"width",15,435,0.965739710789766,0,2
"width",15,436,0.955506117908787,0,2
"width",15,437,0.978197997775306,0,2
"width",15,438,0.967519466073415,0,3
"width",15,439,0.941713014460512,1.44806066982897e-08,2
"width",15,440,0.959065628476085,0,2
"width",15,441,0.965294771968854,0,2
"width",15,442,0.93503893214683,4.30481114092328e-08,2
"width",15,443,0.956395995550612,0,3
"width",15,444,0.965294771968854,0,2
"width",15,445,0.974193548387097,0,1
"width",15,446,0.951946607341491,0,2
"width",15,447,0.932369299221357,5.56161638548474e-08,2
"width",15,448,0.946607341490545,0,2
"width",15,449,0.934149054505006,4.71642223929874e-08,2
"width",15,450,0.948832035595106,0,3
"width",15,451,0.958620689655172,0,3
"width",15,452,0.971078976640712,0,2
"width",15,453,0.93726362625139,3.30762150096034e-08,3
"width",15,454,0.963959955506118,0,2
"width",15,455,0.967964404894327,0,2
"width",15,456,0.948387096774194,0,2
"width",15,457,0.928364849833148,7.57115161327855e-08,2
"width",15,458,0.946162402669633,0,3
"width",15,459,0.965294771968854,0,2
"width",15,460,0.96440489432703,0,2
"width",15,461,0.944382647385984,4.1709599372301e-09,2
"width",15,462,0.952391546162403,0,2
"width",15,463,0.963070077864294,0,2
"width",15,464,0.960845383759733,0,2
"width",15,465,0.969299221357063,0,2
"width",15,466,0.958620689655172,0,3
"width",15,467,0.975528364849833,0,2
"width",15,468,0.967964404894327,0,2
"width",15,469,0.965739710789766,0,2
"width",15,470,0.961290322580645,0,2
"width",15,471,0.950166852057842,0,2
"width",15,472,0.954616240266963,0,3
"width",15,473,0.93503893214683,4.30481114092328e-08,2
"width",15,474,0.958620689655172,0,2
"width",15,475,0.943047830923248,9.24728267624738e-09,3
"width",15,476,0.953281423804227,0,2
"width",15,477,0.958620689655172,0,2
"width",15,478,0.969299221357063,0,3
"width",15,479,0.969299221357063,0,3
"width",15,480,0.957285873192436,0,3
"width",15,481,0.973303670745272,0,2
"width",15,482,0.929254727474972,7.11163047008642e-08,3
"width",15,483,0.967519466073415,0,2
"width",15,484,0.980867630700779,0,3
"width",15,485,0.964849833147942,0,2
"width",15,486,0.942157953281424,1.27186328677839e-08,2
"width",15,487,0.964849833147942,0,3
"width",15,488,0.950166852057842,0,2
"width",15,489,0.967519466073415,0,2
"width",15,490,0.951501668520578,0,2
"width",15,491,0.940823136818687,1.80574054446499e-08,2
"width",15,492,0.952391546162403,0,3
"width",15,493,0.956395995550612,0,2
"width",15,494,0.945717463848721,0,2
"width",15,495,0.954616240266963,0,2
"width",15,496,0.975083426028921,0,2
"width",15,497,0.945717463848721,0,2
"width",15,498,0.968409343715239,0,2
"width",15,499,0.960400444938821,0,3
"width",15,500,0.959510567296997,0,2
"width",20,1,0.957285873192436,0,3
"width",20,2,0.965294771968854,0,2
"width",20,3,0.950166852057842,0,2
"width",20,4,0.965294771968854,0,2
"width",20,5,0.981312569521691,0,3
"width",20,6,0.988431590656285,0,3
"width",20,7,0.974638487208009,0,2
"width",20,8,0.98754171301446,0,3
"width",20,9,0.974638487208009,0,3
"width",20,10,0.974638487208009,0,2
"width",20,11,0.953281423804227,0,3
"width",20,12,0.965294771968854,0,2
"width",20,13,0.953832467800149,3.68742686987899e-16,2
"width",20,14,0.981757508342603,0,3
"width",20,15,0.96440489432703,0,3
"width",20,16,0.969744160177976,0,3
"width",20,17,0.967964404894327,0,2
"width",20,18,0.965294771968854,0,3
"width",20,19,0.988431590656285,0,3
"width",20,20,0.97285873192436,0,2
"width",20,21,0.939933259176863,2.17049983048954e-08,2
"width",20,22,0.971968854282536,0,3
"width",20,23,0.973303670745272,0,3
"width",20,24,0.963515016685206,0,2
"width",20,25,0.967964404894327,0,3
"width",20,26,0.973303670745272,0,3
"width",20,27,0.965294771968854,0,1
"width",20,28,0.956395995550612,0,2
"width",20,29,0.978197997775306,0,2
"width",20,30,0.984872080088988,0,2
"width",20,31,0.976418242491657,0,2
"width",20,32,0.955061179087875,0,2
"width",20,33,0.962180200222469,0,2
"width",20,34,0.979977753058954,0,3
"width",20,35,0.971968854282536,0,3
"width",20,36,0.975528364849833,0,3
"width",20,37,0.970189098998888,0,3
"width",20,38,0.983092324805339,0,3
"width",20,39,0.96440489432703,0,3
"width",20,40,0.966629588431591,0,2
"width",20,41,0.975528364849833,0,2
"width",20,42,0.969299221357063,0,2
"width",20,43,0.975528364849833,0,2
"width",20,44,0.978197997775306,0,3
"width",20,45,0.961735261401557,0,2
"width",20,46,0.975973303670745,0,3
"width",20,47,0.962625139043381,0,3
"width",20,48,0.930589543937709,6.43624978185295e-08,2
"width",20,49,0.975973303670745,0,3
"width",20,50,0.95817575083426,0,3
"width",20,51,0.951946607341491,0,2
"width",20,52,0.98754171301446,0,3
"width",20,53,0.980422691879866,0,2
"width",20,54,0.97285873192436,0,2
"width",20,55,0.969744160177976,0,3
"width",20,56,0.977753058954394,0,2
"width",20,57,0.965739710789766,0,3
"width",20,58,0.946162402669633,0,2
"width",20,59,0.952836484983315,0,3
"width",20,60,0.97686318131257,0,3
"width",20,61,0.947497219132369,0,2
"width",20,62,0.950166852057842,0,2
"width",20,63,0.986651835372636,0,2
"width",20,64,0.957730812013348,0,1
"width",20,65,0.975083426028921,0,2
"width",20,66,0.978974307982425,7.10808957947373e-21,2
"width",20,67,0.955061179087875,0,2
"width",20,68,0.97686318131257,0,3
"width",20,69,0.968854282536151,0,3
"width",20,70,0.967519466073415,0,3
"width",20,71,0.970189098998888,0,3
"width",20,72,0.984872080088988,0,2
"width",20,73,0.972299483155272,3.23818409554747e-19,3
"width",20,74,0.960400444938821,0,2
"width",20,75,0.973748609566185,0,2
"width",20,76,0.976418242491657,0,3
"width",20,77,0.980422691879866,0,3
"width",20,78,0.966629588431591,0,2
"width",20,79,0.977308120133482,0,2
"width",20,80,0.972413793103448,0,3
"width",20,81,0.973303670745272,0,3
"width",20,82,0.953726362625139,0,3
"width",20,83,0.975083426028921,0,2
"width",20,84,0.959510567296997,0,2
"width",20,85,0.957285873192436,0,2
"width",20,86,0.982647385984427,0,2
"width",20,87,0.971968854282536,0,2
"width",20,88,0.977753058954394,0,2
"width",20,89,0.975083426028921,0,3
"width",20,90,0.983092324805339,0,2
"width",20,91,0.967074527252503,0,2
"width",20,92,0.9559510567297,0,2
"width",20,93,0.97285873192436,0,2
"width",20,94,0.971078976640712,0,2
"width",20,95,0.959065628476085,0,2
"width",20,96,0.9559510567297,0,2
"width",20,97,0.969744160177976,0,2
"width",20,98,0.973748609566185,0,3
"width",20,99,0.970189098998888,0,3
"width",20,100,0.959065628476085,0,2
"width",20,101,0.96440489432703,0,2
"width",20,102,0.960845383759733,0,2
"width",20,103,0.95817575083426,0,2
"width",20,104,0.959955506117909,0,2
"width",20,105,0.983982202447164,0,2
"width",20,106,0.975973303670745,0,3
"width",20,107,0.947052280311457,0,3
"width",20,108,0.978197997775306,0,3
"width",20,109,0.975528364849833,0,2
"width",20,110,0.982647385984427,0,3
"width",20,111,0.936477923249551,2.88468932749666e-14,3
"width",20,112,0.975083426028921,0,2
"width",20,113,0.976418242491657,0,3
"width",20,114,0.986651835372636,0,2
"width",20,115,0.979532814238042,0,3
"width",20,116,0.975973303670745,0,2
"width",20,117,0.975528364849833,0,2
"width",20,118,0.989321468298109,0,3
"width",20,119,0.944382647385984,4.1709599372301e-09,3
"width",20,120,0.971078976640712,0,3
"width",20,121,0.963515016685206,0,2
"width",20,122,0.956395995550612,0,2
"width",20,123,0.9706340378198,0,2
"width",20,124,0.94972191323693,0,2
"width",20,125,0.977308120133482,0,2
"width",20,126,0.987986651835373,0,2
"width",20,127,0.965294771968854,0,3
"width",20,128,0.964849833147942,0,3
"width",20,129,0.963070077864294,0,2
"width",20,130,0.95817575083426,0,2
"width",20,131,0.973748609566185,0,2
"width",20,132,0.981757508342603,0,3
"width",20,133,0.96440489432703,0,2
"width",20,134,0.955506117908787,0,3
"width",20,135,0.97285873192436,0,2
"width",20,136,0.971078976640712,0,2
"width",20,137,0.97686318131257,0,3
"width",20,138,0.97908787541713,0,2
"width",20,139,0.962625139043381,0,2
"width",20,140,0.975528364849833,0,2
"width",20,141,0.95817575083426,0,2
"width",20,142,0.943375242237609,6.02433112165174e-15,2
"width",20,143,0.963515016685206,0,2
"width",20,144,0.96440489432703,0,2
"width",20,145,0.962180200222469,0,2
"width",20,146,0.971968854282536,0,3
"width",20,147,0.982647385984427,0,2
"width",20,148,0.983092324805339,0,2
"width",20,149,0.975528364849833,0,2
"width",20,150,0.967074527252503,0,2
"width",20,151,0.968409343715239,0,2
"width",20,152,0.969299221357063,0,1
"width",20,153,0.966629588431591,0,2
"width",20,154,0.969744160177976,0,2
"width",20,155,0.966184649610679,0,3
"width",20,156,0.976418242491657,0,3
"width",20,157,0.966629588431591,0,2
"width",20,158,0.974638487208009,0,2
"width",20,159,0.983982202447164,0,3
"width",20,160,0.976971860534279,2.50925592185176e-20,3
"width",20,161,0.974638487208009,0,2
"width",20,162,0.973189459798892,2.06121171347577e-19,2
"width",20,163,0.977753058954394,0,2
"width",20,164,0.960400444938821,0,2
"width",20,165,0.963070077864294,0,2
"width",20,166,0.978974307982425,7.10808957947373e-21,2
"width",20,167,0.970189098998888,0,3
"width",20,168,0.944827586206896,2.51348854290962e-09,2
"width",20,169,0.959065628476085,0,2
"width",20,170,0.963959955506118,0,3
"width",20,171,0.9853170189099,0,3
"width",20,172,0.954171301446051,0,3
"width",20,173,0.980422691879866,0,2
"width",20,174,0.969744160177976,0,3
"width",20,175,0.95817575083426,0,2
"width",20,176,0.965294771968854,0,3
"width",20,177,0.973748609566185,0,3
"width",20,178,0.978642936596218,0,3
"width",20,179,0.980867630700779,0,2
"width",20,180,0.94349276974416,7.53780182162756e-09,1
"width",20,181,0.968409343715239,0,3
"width",20,182,0.978197997775306,0,3
"width",20,183,0.954171301446051,0,3
"width",20,184,0.951946607341491,0,2
"width",20,185,0.972413793103448,0,3
"width",20,186,0.950611790878754,0,2
"width",20,187,0.976418242491657,0,2
"width",20,188,0.982202447163515,0,2
"width",20,189,0.985761957730812,0,2
"width",20,190,0.979977753058954,0,2
"width",20,191,0.953726362625139,0,3
"width",20,192,0.975528364849833,0,2
"width",20,193,0.977308120133482,0,2
"width",20,194,0.951501668520578,0,2
"width",20,195,0.951501668520578,0,3
"width",20,196,0.966629588431591,0,2
"width",20,197,0.977308120133482,0,2
"width",20,198,0.951946607341491,0,2
"width",20,199,0.964849833147942,0,2
"width",20,200,0.975973303670745,0,2
"width",20,201,0.970189098998888,0,3
"width",20,202,0.963070077864294,0,2
"width",20,203,0.966184649610679,0,2
"width",20,204,0.963959955506118,0,3
"width",20,205,0.981757508342603,0,2
"width",20,206,0.981757508342603,0,2
"width",20,207,0.958620689655172,0,3
"width",20,208,0.966629588431591,0,3
"width",20,209,0.967964404894327,0,2
"width",20,210,0.984872080088988,0,3
"width",20,211,0.977753058954394,0,3
"width",20,212,0.982202447163515,0,3
"width",20,213,0.947497219132369,0,2
"width",20,214,0.977753058954394,0,2
"width",20,215,0.983092324805339,0,2
"width",20,216,0.964849833147942,0,2
"width",20,217,0.955506117908787,0,2
"width",20,218,0.973303670745272,0,2
"width",20,219,0.964849833147942,0,3
"width",20,220,0.961735261401557,0,3
"width",20,221,0.959510567296997,0,2
"width",20,222,0.951501668520578,0,2
"width",20,223,0.922135706340378,1.09960246169577e-07,2
"width",20,224,0.975973303670745,0,3
"width",20,225,0.9706340378198,0,2
"width",20,226,0.977753058954394,0,2
"width",20,227,0.983537263626251,0,1
"width",20,228,0.957730812013348,0,2
"width",20,229,0.967964404894327,0,3
"width",20,230,0.968409343715239,0,3
"width",20,231,0.971523915461624,0,3
"width",20,232,0.964849833147942,0,2
"width",20,233,0.983982202447164,0,3
"width",20,234,0.97908787541713,0,3
"width",20,235,0.963070077864294,0,2
"width",20,236,0.978197997775306,0,2
"width",20,237,0.97686318131257,0,3
"width",20,238,0.987986651835373,0,2
"width",20,239,0.931034482758621,6.21482317786474e-08,2
"width",20,240,0.965739710789766,0,2
"width",20,241,0.97908787541713,0,3
"width",20,242,0.9706340378198,0,2
"width",20,243,0.969299221357063,0,3
"width",20,244,0.988876529477197,0,2
"width",20,245,0.97285873192436,0,3
"width",20,246,0.989766407119021,0,3
"width",20,247,0.952391546162403,0,2
"width",20,248,0.971078976640712,0,2
"width",20,249,0.951946607341491,0,1
"width",20,250,0.967964404894327,0,3
"width",20,251,0.985761957730812,0,3
"width",20,252,0.963515016685206,0,3
"width",20,253,0.952391546162403,0,2
"width",20,254,0.940482818145843,1.18848054897816e-14,2
"width",20,255,0.957730812013348,0,3
"width",20,256,0.957730812013348,0,2
"width",20,257,0.973303670745272,0,2
"width",20,258,0.959065628476085,0,3
"width",20,259,0.981312569521691,0,3
"width",20,260,0.973303670745272,0,3
"width",20,261,0.956395995550612,0,2
"width",20,262,0.974638487208009,0,3
"width",20,263,0.959510567296997,0,2
"width",20,264,0.973303670745272,0,2
"width",20,265,0.972413793103448,0,3
"width",20,266,0.962180200222469,0,2
"width",20,267,0.970189098998888,0,2
"width",20,268,0.955506117908787,0,2
"width",20,269,0.971968854282536,0,2
"width",20,270,0.9706340378198,0,2
"width",20,271,0.977308120133482,0,3
"width",20,272,0.975083426028921,0,2
"width",20,273,0.951946607341491,0,3
