"trait","sample_size","rep","f_val"
"density",40,28,3.1161139969383
"density",40,29,3.60213539404362
"density",40,30,2.96752212014231
"density",40,31,3.2018948412995
"density",40,32,4.36915039500359
"density",40,33,3.26927943382255
"density",40,34,4.36394128641808
"density",40,35,4.76177448220739
"density",40,36,4.32382377195929
"density",40,37,4.24439216314003
"density",40,38,3.38909181671682
"density",40,39,4.30556507574528
"density",40,40,3.86622521152867
"density",40,41,3.7827594573766
"density",40,42,4.69835577970929
"density",40,43,3.95127129999146
"density",40,44,4.06156741342822
"density",40,45,4.11850182643974
"density",40,46,3.25925744520982
"density",40,47,4.58676264026987
"density",40,48,3.97433839249479
"density",40,49,3.86630190459598
"density",40,50,4.59266689753225
"density",40,51,4.67642068040519
"density",40,52,5.61255647204632
"density",40,53,3.7486983079822
"density",40,54,3.85646540648576
"density",40,55,3.5932344367484
"density",40,56,3.46276442389688
"density",40,57,3.48485117263956
"density",40,58,4.42595976216428
"density",40,59,4.29767756782242
"density",40,60,3.7369388737884
"density",40,61,4.48054921778248
"density",40,62,3.34784985448743
"density",40,63,5.52930854841613
"density",40,64,2.64190542435423
"density",40,65,3.63922737005425
"density",40,66,3.60708357869717
"density",40,67,4.37045721727883
"density",40,68,3.68266527538657
"density",40,69,3.81821834145379
"density",40,70,4.1000494746934
"density",40,71,3.75882663382821
"density",40,72,3.34462357960073
"density",40,73,3.56411941125287
"density",40,74,4.11968345797181
"density",40,75,3.73783100096582
"density",40,76,3.40185275176921
"density",40,77,3.67169201354046
"density",40,78,4.16699938662747
"density",40,79,3.52018903363306
"density",40,80,3.68855361134921
"density",40,81,4.61543451121782
"density",40,82,5.06953237950072
"density",40,83,4.53921129558224
"density",40,84,3.50342585421339
"density",40,85,5.26367340574932
"density",40,86,3.94683875293387
"density",40,87,2.99233579210735
"density",40,88,4.6539581870995
"density",40,89,4.82903212303691
"density",40,90,4.99345338001946
"density",40,91,3.9730733622451
"density",40,92,4.62584983737205
"density",40,93,3.7970319961737
"density",40,94,3.66206054486742
"density",40,95,3.35023356981938
"density",40,96,3.77336648771668
"density",40,97,2.97952555392032
"density",40,98,4.9951340432673
"density",40,99,3.99428585542669
"density",40,100,3.4898489075875
"density",45,1,3.85843137822959
"density",45,2,3.58219417420769
"density",45,3,3.95815714532904
"density",45,4,3.78492097214122
"density",45,5,4.21342493822567
"density",45,6,3.80828265391283
"density",45,7,3.80081088801482
"density",45,8,3.31211032012974
"density",45,9,3.50653287694267
"density",45,10,3.48965697726061
"density",45,11,2.91344215780476
"density",45,12,3.6446823938621
"density",45,13,4.01858998983892
"density",45,14,5.72691731763787
"density",45,15,3.20729730266855
"density",45,16,2.95452174716697
"density",45,17,3.87376863295025
"density",45,18,3.83899733217633
"density",45,19,3.29841886937607
"density",45,20,4.78240611959315
"density",45,21,3.3188173572677
"density",45,22,3.12392615214697
"density",45,23,3.85439118780199
"density",45,24,4.08152635567414
"density",45,25,3.3192921965199
"density",45,26,4.07650303211428
"density",45,27,3.42059156391354
"density",45,28,3.57628971012396
"density",45,29,5.0409449142005
"density",45,30,3.43298247065664
"density",45,31,3.03316161501086
"density",45,32,4.84144843769092
"density",45,33,3.55149776088604
"density",45,34,3.58966097884402
"density",45,35,4.46771845365942
"density",45,36,4.97888116474894
"density",45,37,3.90104026827345
"density",45,38,6.32300393391945
"density",45,39,4.50353561678062
"density",45,40,3.29570972767414
"density",45,41,3.72157626111646
"density",45,42,3.47349430277803
"density",45,43,3.77994876694363
"density",45,44,4.49347753156598
"density",45,45,3.66233876898916
"density",45,46,2.62642191489395
"density",45,47,2.91093340438315
"density",45,48,2.76301385019209
"density",45,49,4.20789052459893
"density",45,50,7.19368859375032
"density",45,51,3.08560697089911
"density",45,52,4.91916811261474
"density",45,53,5.20048356361089
"density",45,54,3.50258508445027
"density",45,55,3.28126148715856
"density",45,56,3.87700377462914
"density",45,57,4.8313993383623
"density",45,58,3.72692743236967
"density",45,59,4.1761857288545
"density",45,60,4.29062598999209
"density",45,61,3.8526568875365
"density",45,62,3.11713676189336
"density",45,63,3.49080636666297
"density",45,64,3.43382822674671
"density",45,65,3.98855177652942
"density",45,66,5.14695048321822
"density",45,67,4.04763825918135
"density",45,68,3.94609264176072
"density",45,69,4.16546682886549
"density",45,70,5.30618096685185
"density",45,71,3.57233231530057
"density",45,72,3.64236382859201
"density",45,73,3.37197917335985
"density",45,74,4.47845294366788
"density",45,75,3.47049141785811
"density",45,76,3.83567830530285
"density",45,77,3.86731489930611
"density",45,78,3.23389956890818
"density",45,79,3.83097542564357
"density",45,80,4.23208212784024
"density",45,81,4.52854683450498
"density",45,82,4.51616150050456
"density",45,83,3.65396742489773
"density",45,84,4.5014470947673
"density",45,85,3.16599338154299
"density",45,86,3.40469831089076
"density",45,87,4.03244694261778
"density",45,88,4.52582445323354
"density",45,89,4.6704286462581
"density",45,90,3.18270386812333
"density",45,91,4.59213561663656
"density",45,92,4.1178928489844
"density",45,93,4.15366603672082
"density",45,94,4.47972544708943
"density",45,95,4.20231214213427
"density",45,96,3.34963915408651
"density",45,97,3.96188749378323
"density",45,98,3.82807043017133
"density",45,99,4.34320439617975
"density",45,100,3.59199070880151
"density",50,1,3.8471056754983
"density",50,2,3.1847185106967
"density",50,3,4.23433485416192
"density",50,4,4.25031548013084
"density",50,5,4.38843920157324
"density",50,6,3.86881355579104
"density",50,7,2.81106092207665
"density",50,8,4.2112097492869
"density",50,9,3.79384730102115
"density",50,10,3.35546874152362
"density",50,11,4.50188677286667
"density",50,12,3.96262798581571
"density",50,13,3.0989508129168
"density",50,14,4.00620945763218
"density",50,15,3.78056060541999
"density",50,16,3.6423771070564
"density",50,17,5.83040543871076
"density",50,18,3.20081642625249
"density",50,19,4.22973920050822
"density",50,20,5.25006041082621
"density",50,21,3.81031735984637
"density",50,22,3.69828725107407
"density",50,23,3.90684058977741
"density",50,24,3.07049799733113
"density",50,25,3.03753624494511
"density",50,26,3.78962554819886
"density",50,27,4.56586256183272
"density",50,28,4.28417977501589
"density",50,29,4.81742728800288
"density",50,30,3.77188031884123
"density",50,31,3.68061267893726
"density",50,32,4.42258944107907
"density",50,33,3.43196666713194
"density",50,34,4.20239765961086
"density",50,35,3.90406026413477
"density",50,36,3.45178320754967
"density",50,37,4.08044785779544
"density",50,38,4.42462889157006
"density",50,39,3.45241742962358
"density",50,40,4.49135124143497
"density",50,41,3.47320704553705
"density",50,42,2.76967595717983
"density",50,43,5.27725526062307
"density",50,44,3.78848789886228
"density",50,45,3.6900776591679
"density",50,46,4.18235269259896
"density",50,47,3.23677354939558
"density",50,48,3.76685433234686
"density",50,49,3.71967560128572
"density",50,50,3.51692041798337
"density",50,51,4.2208400996147
"density",50,52,4.26198243754603
"density",50,53,4.03758902613119
"density",50,54,3.51811894411305
"density",50,55,3.60152809789387
"density",50,56,4.29172793453113
"density",50,57,3.77637193083865
"density",50,58,3.79293664304552
"density",50,59,5.17282138846894
"density",50,60,3.98781896334571
"density",50,61,4.66535545054461
"density",50,62,4.1821272998506
"density",50,63,3.58555170660746
"density",50,64,3.48191409732079
"density",50,65,4.4965520913544
"density",50,66,5.3009745935178
"density",50,67,4.94527595116682
"density",50,68,3.76326021093727
"density",50,69,3.37188547248019
"density",50,70,3.20111044336025
"density",50,71,5.2866374227767
"density",50,72,4.02444165161073
"density",50,73,3.59878191620704
"density",50,74,4.85093367626944
"density",50,75,3.61783242004307
"density",50,76,4.15677117845846
"density",50,77,2.78539781769677
"density",50,78,5.60224167429975
"density",50,79,3.98984923449242
"density",50,80,3.75960403693159
"density",50,81,3.64050538615238
"density",50,82,4.31018187093196
"density",50,83,5.03501095274874
"density",50,84,4.6841310950861
"density",50,85,3.28905003688755
"density",50,86,3.68598097467443
"density",50,87,3.40037997892113
"density",50,88,4.38120053256075
"density",50,89,4.87195786181871
"density",50,90,3.77750451768958
"density",50,91,3.89594093253759
"density",50,92,3.9523311018847
"density",50,93,4.16759303038069
"density",50,94,4.42434162832939
"density",50,95,3.61884689919479
"density",50,96,3.10728663721634
"density",50,97,2.69556076407643
"density",50,98,4.08010046210038
"density",50,99,3.76649574120587
"density",50,100,3.78864231602227
"density",55,1,3.45613262423358
"density",55,2,4.79635609045719
"density",55,3,3.33846661065355
"density",55,4,4.19698550614424
"density",55,5,4.00384489979041
"density",55,6,3.33679929250648
"density",55,7,3.86735047735967
"density",55,8,3.51132664219327
"density",55,9,3.89851312003882
"density",55,10,3.7366818905929
"density",55,11,4.46285319291709
"density",55,12,4.17916738550202
"density",55,13,4.21688048438974
"density",55,14,5.08101412178947
"density",55,15,3.25239507573595
"density",55,16,4.21039421690754
"density",55,17,4.26089998146872
"density",55,18,3.97918959871163
"density",55,19,3.76643023230685
"density",55,20,3.98488517271047
"density",55,21,3.1088322826441
"density",55,22,5.10489029665214
"density",55,23,3.65196758434691
"density",55,24,3.14563403510514
"density",55,25,3.4934771359817
"density",55,26,3.30427163557779
"density",55,27,3.9706130854975
"density",55,28,3.42106840778255
"density",55,29,4.96247560717616
"density",55,30,3.6781624757045
"density",55,31,3.89597509505178
"density",55,32,4.59234189654305
"density",55,33,4.14910041713825
"density",55,34,3.7553879716828
"density",55,35,4.53072439366399
"density",55,36,4.39929431797711
"density",55,37,3.22674253301955
"density",55,38,4.59495687281461
"density",55,39,2.97265565329191
"density",55,40,3.19275393384988
"density",55,41,3.64102054658432
"density",55,42,3.34691384328224
"density",55,43,4.05264305728084
"density",55,44,3.83368209979307
"density",55,45,3.66772001049926
"density",55,46,3.93892830138406
"density",55,47,5.26263467228735
"density",55,48,5.08352049668925
"density",55,49,4.06588395920007
"density",55,50,3.62837893844801
"density",55,51,3.54663071038499
"density",55,52,4.46865336008072
"density",55,53,3.64139337133909
"density",55,54,2.81512475758373
"density",55,55,3.3998164734832
"density",55,56,3.15158878149188
"density",55,57,3.89407711602899
"density",55,58,3.93856675438643
"density",55,59,5.48019574111037
"density",55,60,3.4796699539574
"density",55,61,2.95118731754684
"density",55,62,4.00467528294373
"density",55,63,3.90220985325198
"density",55,64,4.66384568802643
"density",55,65,3.89803145427965
"density",55,66,4.13661619781997
"density",55,67,3.86342475538543
"density",55,68,5.32935303442831
"density",55,69,4.66984202044821
"density",55,70,4.54118775197868
"density",55,71,3.27099608948742
"density",55,72,3.55088736328304
"density",55,73,3.05679794240845
"density",55,74,4.05569758940394
"density",55,75,3.49941447913625
"density",55,76,3.03385353835364
"density",55,77,4.75680333582314
"density",55,78,4.23913350662973
"density",55,79,3.91939442011919
"density",55,80,4.08102111406851
"density",55,81,4.41879512828513
"density",55,82,4.15601115287038
"density",55,83,3.85501703872194
"density",55,84,4.97263750590645
"density",55,85,4.32763994598887
"density",55,86,4.41573767621678
"density",55,87,3.26549694896721
"density",55,88,4.30123779539642
"density",55,89,3.25282441227042
"density",55,90,4.54632224687847
"density",55,91,5.4202056058807
"density",55,92,3.47203648664517
"density",55,93,4.05244245449649
"density",55,94,3.76043823119686
"density",55,95,4.96862878166948
"density",55,96,3.92149638586105
"density",55,97,4.49716442216274
"density",55,98,5.55340045677314
"density",55,99,3.85246592109542
"density",55,100,4.1867266710105
"density",60,1,4.36421950149959
"density",60,2,4.10307221141133
"density",60,3,4.82704816551843
"density",60,4,4.00923634650671
"density",60,5,3.77479074653449
"density",60,6,5.27013664253267
"density",60,7,3.63837657453811
"density",60,8,3.36041397423154
"density",60,9,4.13719785903034
"density",60,10,5.44351672235198
"density",60,11,5.39932247012966
"density",60,12,3.15308912838391
"density",60,13,4.20005746082876
"density",60,14,4.74248119517523
"density",60,15,3.85634369936395
"density",60,16,4.05205720384826
"density",60,17,4.5491256404414
"density",60,18,2.86103260383592
"density",60,19,3.19918744175276
"density",60,20,4.58628083915109
"density",60,21,4.34893750081364
"density",60,22,4.74533822893768
"density",60,23,3.60280816348157
"density",60,24,3.56507533709789
"density",60,25,3.62252681115327
"density",60,26,3.64000163277354
"density",60,27,2.5506048214534
"density",60,28,3.25045150199557
"density",60,29,5.11924421891019
"density",60,30,4.02302798814858
"density",60,31,4.04422990945517
"density",60,32,3.82520808139191
"density",60,33,2.97722844520979
"density",60,34,3.40166830089094
"density",60,35,3.85929390291111
"density",60,36,5.19439401851626
"density",60,37,4.50826666081917
"density",60,38,4.41781754141603
"density",60,39,4.12189360970599
"density",60,40,4.15672169697222
"density",60,41,4.0624949435249
"density",60,42,3.95944612469003
"density",60,43,5.00529428565141
"density",60,44,4.74273981579179
"density",60,45,4.0788775794905
"density",60,46,4.21247379648696
"density",60,47,3.92180677500341
"density",60,48,4.99672357222998
"density",60,49,3.91110612739875
"density",60,50,3.88292277271664
"density",60,51,3.34462088200303
"density",60,52,4.90920273353244
"density",60,53,4.48780630231538
"density",60,54,3.27866674453157
"density",60,55,3.8506358726417
"density",60,56,4.44603332461656
"density",60,57,3.57197349900058
"density",60,58,4.89936321778314
"density",60,59,3.98395953934342
"density",60,60,4.56522244464886
"density",60,61,4.46701611245182
"density",60,62,3.86998348309312
"density",60,63,3.42495037898022
"density",60,64,3.11491941809374
"density",60,65,4.11881504362883
"density",60,66,4.34241617329918
"density",60,67,3.81724725838035
"density",60,68,3.10571662450196
"density",60,69,4.3346526999515
"density",60,70,3.92629107030507
"density",60,71,5.44028713798315
"density",60,72,4.16581423458326
"density",60,73,3.58167031648317
"density",60,74,3.28250423786624
"density",60,75,3.42232383321376
"density",60,76,3.66296047904266
"density",60,77,3.20964036516872
"density",60,78,3.52975862578462
"density",60,79,3.62097882687811
"density",60,80,4.23456671651898
"density",60,81,3.89630201503772
"density",60,82,4.22105291645966
"density",60,83,3.69114920761629
"density",60,84,4.05486403043752
"density",60,85,3.75894897456524
"density",60,86,4.92859741140891
"density",60,87,3.83374053138303
"density",60,88,4.53347591375156
"density",60,89,4.43286270050634
"density",60,90,3.68769823967991
"density",60,91,3.68622305502052
"density",60,92,4.24285783582274
"density",60,93,3.53205933819688
"density",60,94,4.02313681073661
"density",60,95,3.37114538264768
"density",60,96,5.38404302567871
"density",60,97,3.30854072212073
"density",60,98,3.66718029326165
"density",60,99,3.04101424904914
"density",60,100,3.15532853109425
"density",65,1,4.24130755001705
"density",65,2,3.61906605693405
"density",65,3,4.67820412511965
"density",65,4,3.40791813124926
"density",65,5,3.8266039907898
"density",65,6,3.97216574192535
"density",65,7,4.06155508752338
"density",65,8,4.07451656468546
"density",65,9,4.18842600380125
"density",65,10,3.10720461000428
"density",65,11,4.02228814725164
"density",65,12,3.41331416525916
"density",65,13,3.9080771855629
"density",65,14,4.09158920747238
"density",65,15,4.08753636070883
"density",65,16,3.9424735612611
"density",65,17,5.66863133651973
"density",65,18,4.65130071114533
"density",65,19,3.32264202043292
"density",65,20,4.30016628172317
"density",65,21,5.59772228067636
"density",65,22,2.64675045664367
"density",65,23,3.72033275517474
"density",65,24,3.20548692149432
"density",65,25,3.70666786886065
"density",65,26,4.14667418973175
"density",65,27,3.88090604411535
"density",65,28,3.73200926036783
"density",65,29,4.49441200363238
"density",65,30,3.70556673332106
"density",65,31,4.15431454818573
"density",65,32,4.14333838846814
"density",65,33,3.70824810949617
"density",65,34,3.97669161178318
"density",65,35,4.03685779854652
"density",65,36,3.98417113410727
"density",65,37,3.56492302829478
"density",65,38,5.21452001704774
"density",65,39,4.04738356458362
"density",65,40,4.10413499916286
"density",65,41,3.7941850101167
"density",65,42,5.29140415419169
"density",65,43,4.35941803978815
"density",65,44,4.95287455692893
"density",65,45,4.24797077009255
"density",65,46,4.0936742836315
"density",65,47,4.92750534251165
"density",65,48,4.88106764967565
"density",65,49,3.72549009988392
"density",65,50,4.15507351738972
"density",65,51,5.58323924110106
"density",65,52,3.80183392698549
"density",65,53,4.91443303786296
"density",65,54,4.58881635946107
"density",65,55,3.94743282220197
"density",65,56,5.26989374276009
"density",65,57,3.1366588297847
"density",65,58,5.7846831699704
"density",65,59,5.71960741882498
"density",65,60,3.26404662338307
"density",65,61,4.2393062868621
"density",65,62,4.42746350266683
"density",65,63,4.71636227199775
"density",65,64,4.75999668623796
"density",65,65,3.46925234447696
"density",65,66,4.34083531354234
"density",65,67,3.95731436132402
"density",65,68,3.87272656073901
"density",65,69,3.10709291132627
"density",65,70,4.97997445627891
"density",65,71,4.85843075983725
"density",65,72,3.99439767317468
"density",65,73,4.18930646430963
"density",65,74,3.83447365861283
"density",65,75,4.78578818943746
"density",65,76,3.77940427634489
"density",65,77,3.42390598633916
"density",65,78,3.92685460090764
"density",65,79,3.69975437017357
"density",65,80,3.5496596341179
"density",65,81,4.26114426894262
"density",65,82,3.61284158954283
"density",65,83,3.72134434487789
"density",65,84,3.40404617620501
"density",65,85,3.63468299952916
"density",65,86,3.58124473133256
"density",65,87,3.62943013903022
"density",65,88,4.27587788557822
"density",65,89,3.55580525861153
"density",65,90,3.65780391499341
"density",65,91,4.59505897360715
"density",65,92,4.39262433169364
"density",65,93,4.16820269910136
"density",65,94,3.56565187087749
"density",65,95,4.15825847042538
"density",65,96,4.38796767794616
"density",65,97,3.33594637148109
"density",65,98,2.88089677982683
"density",65,99,4.29683268604821
"density",65,100,3.93969962139524
"density",70,1,4.6122071942841
"density",70,2,4.35762373360998
"density",70,3,3.46001791768912
"density",70,4,4.54031942405258
"density",70,5,3.52451334398147
"density",70,6,3.98575803629578
"density",70,7,4.48302121721683
"density",70,8,4.39682185428173
"density",70,9,4.20372006235499
"density",70,10,4.96815198863652
"density",70,11,4.81237931572381
"density",70,12,4.61171154862034
"density",70,13,3.56778102609991
"density",70,14,3.86849254454608
"density",70,15,3.77749412716236
"density",70,16,3.49795307636912
"density",70,17,3.84207887356937
"density",70,18,3.82121309120461
"density",70,19,4.20743920196639
"density",70,20,2.61871911865264
"density",70,21,3.8723345151171
"density",70,22,4.48236375065206
"density",70,23,4.0282464727069
"density",70,24,4.18828796139993
"density",70,25,3.12057504583135
"density",70,26,4.67007518199372
"density",70,27,4.30840131661241
"density",70,28,4.45049271067878
"density",70,29,4.98774982055358
"density",70,30,4.43902949528546
"density",70,31,5.31880586356094
"density",70,32,4.53377920219936
"density",70,33,4.17244372926389
"density",70,34,5.45853445938728
"density",70,35,4.44307308884924
"density",70,36,5.16826078231645
"density",70,37,3.43153495261709
"density",70,38,3.89680884957601
"density",70,39,3.75444547978439
"density",70,40,4.30152082632951
"density",70,41,4.35591016958617
"density",70,42,3.448810293818
"density",70,43,3.17574055375074
"density",70,44,4.25262441080022
"density",70,45,4.3261915315763
"density",70,46,4.01528654115287
"density",70,47,4.87206750485524
"density",70,48,3.39430095879564
"density",70,49,4.44424715697897
"density",70,50,3.32528177061071
"density",70,51,4.05022336283109
"density",70,52,3.13914616787796
"density",70,53,4.46724400856882
"density",70,54,4.76061776554366
"density",70,55,4.46473897275637
"density",70,56,4.03153508398552
"density",70,57,3.88546766038043
"density",70,58,4.16713936455883
"density",70,59,4.92956026882323
"density",70,60,5.04278680216168
"density",70,61,3.33723330956534
"density",70,62,3.43386174881529
"density",70,63,4.34767568629633
"density",70,64,4.87663188983193
"density",70,65,4.69876724080064
"density",70,66,3.90154255953178
"density",70,67,4.31056124321592
"density",70,68,4.4233561257034
"density",70,69,3.61176121193656
"density",70,70,4.14714438680571
"density",70,71,5.53443906091837
"density",70,72,5.27949100887307
"density",70,73,4.87172186502004
"density",70,74,3.09111687961654
"density",70,75,4.10607164867219
"density",70,76,3.55510677322124
"density",70,77,3.24726682978228
"density",70,78,5.37633407378053
"density",70,79,5.08026939334053
"density",70,80,3.77784428578582
"density",70,81,4.06142863702381
"density",70,82,3.66890544040575
"density",70,83,3.13777084520021
"density",70,84,4.38122853185847
"density",70,85,4.02807485698019
"density",70,86,4.47708441495428
"density",70,87,3.9909079984237
"density",70,88,4.04389670747628
"density",70,89,4.62051683748033
"density",70,90,3.12835858935907
"density",70,91,4.64079694274719
"density",70,92,4.06808754351144
"density",70,93,3.92088552656255
"density",70,94,3.50027576007154
"density",70,95,3.92280542580566
"density",70,96,4.73154987250491
"density",70,97,4.22933987171144
"density",70,98,4.00086645632675
"density",70,99,4.18624049364442
"density",70,100,4.34548295498643
"density",75,1,4.53759019432803
"density",75,2,3.60420325722406
"density",75,3,4.20246414872779
"density",75,4,4.05967451410744
"density",75,5,4.50490440482453
"density",75,6,4.4060855031772
"density",75,7,4.13476970476051
"density",75,8,4.2157246693935
"density",75,9,4.10581344232227
"density",75,10,3.30657629767119
"density",75,11,4.66449380437749
"density",75,12,4.59608510028509
"density",75,13,4.54988185457932
"density",75,14,3.27939323758743
"density",75,15,3.77090711317236
"density",75,16,3.53367640944789
"density",75,17,4.274113075942
"density",75,18,3.18914215858611
"density",75,19,3.29014268815255
"density",75,20,4.15147324938804
"density",75,21,3.95017044473988
"density",75,22,4.00181854360146
"density",75,23,3.4224996776063
"density",75,24,3.57661511036248
"density",75,25,3.5367847742937
"density",75,26,4.27803205932525
"density",75,27,4.56341801168053
"density",75,28,3.62348584507892
"density",75,29,3.57062477674735
"density",75,30,3.62698038771715
"density",75,31,4.09771689440954
"density",75,32,3.38357020059987
"density",75,33,3.72127394261898
"density",75,34,3.92585095837386
"density",75,35,3.43882554278613
"density",75,36,3.70740722085259
"density",75,37,3.34961947631044
"density",75,38,3.70649800091458
"density",75,39,4.07002268059135
"density",75,40,4.12630801482287
"density",75,41,3.64040230328999
"density",75,42,4.2507355582006
"density",75,43,4.76171527029981
"density",75,44,3.70055278507694
"density",75,45,4.02993294039425
"density",75,46,3.71566002404028
"density",75,47,3.95447208673649
"density",75,48,4.25344443902195
"density",75,49,3.77216725690851
"density",75,50,4.12583501827586
"density",75,51,4.03541153690992
"density",75,52,3.54996495748938
"density",75,53,3.4574960467703
"density",75,54,5.26687125812763
"density",75,55,4.66738536665552
"density",75,56,4.32633245311969
"density",75,57,4.60308553090569
"density",75,58,5.59090587866582
"density",75,59,3.93483984934247
"density",75,60,4.34993737132883
"density",75,61,5.07938840716601
"density",75,62,4.7822317998613
"density",75,63,3.44711335901796
"density",75,64,4.65844979541052
"density",75,65,3.688498204974
"density",75,66,3.58662207648617
"density",75,67,5.97836237093393
"density",75,68,4.37433737227736
"density",75,69,3.78450338506737
"density",75,70,2.85803317011814
"density",75,71,3.71639032300117
"density",75,72,3.87684568421974
"density",75,73,2.94448540196532
"density",75,74,4.00649098275177
"density",75,75,4.07314050515285
"density",75,76,4.50429197224766
"density",75,77,3.99403906417574
"density",75,78,4.54003674397382
"density",75,79,4.20646969550912
"density",75,80,3.97810139749849
"density",75,81,3.71711274042191
"density",75,82,4.36986701848559
"density",75,83,4.42634599449685
"density",75,84,4.12291032602923
"density",75,85,4.3829745393751
"density",75,86,3.10019314382907
"density",75,87,3.38982830442754
"density",75,88,4.28878731448312
"density",75,89,3.92407996056439
"density",75,90,4.19450051278353
"density",75,91,4.37779153687928
"density",75,92,4.06629694793637
"density",75,93,3.99826475130891
"density",75,94,4.36984943049847
"density",75,95,3.79121999056505
"density",75,96,4.28618950295212
"density",75,97,4.8381521958134
"density",75,98,3.73962415656632
"density",75,99,4.416313959354
"density",75,100,4.07234202484269
"density",80,1,4.10280126750784
"density",80,2,4.32812825083335
"density",80,3,4.14544227543342
"density",80,4,4.02830375700257
"density",80,5,4.25485609096201
"density",80,6,5.16678857884879
"density",80,7,4.00489651339192
"density",80,8,4.55466162944297
"density",80,9,4.03076866632857
"density",80,10,3.55043635433465
"density",80,11,4.05813838964529
"density",80,12,3.46755120911732
"density",80,13,3.97740024597742
"density",80,14,4.14131005697952
"density",80,15,2.89335525051593
"density",80,16,3.57888524622957
"density",80,17,4.71777665394104
"density",80,18,4.27473064303009
"density",80,19,4.6097712372404
"density",80,20,3.69307078081979
"density",80,21,3.91694984288735
"density",80,22,3.90525366630523
"density",80,23,3.35387254113356
"density",80,24,3.62461904303147
"density",80,25,3.98142050052498
"density",80,26,3.98395059352358
"density",80,27,3.86649765242782
"density",80,28,3.73672267670944
"density",80,29,4.17085360425191
"density",80,30,3.13771824504576
"density",80,31,4.44343999862543
"density",80,32,5.27051247646216
"density",80,33,4.56874829315414
"density",80,34,3.81755847393612
"density",80,35,4.24620823316481
"density",80,36,3.651290898133
"density",80,37,4.02791066316851
"density",80,38,4.46602266633411
"density",80,39,3.7099343901046
"density",80,40,3.99683029462186
"density",80,41,3.6349751233018
"density",80,42,4.29772482057727
"density",80,43,3.94338832740093
"density",80,44,3.72277626483627
"density",80,45,3.94429244037616
"density",80,46,3.19335602813253
"density",80,47,3.59268716893849
"density",80,48,4.20431671615498
"density",80,49,5.03630092625539
"density",80,50,3.59604675726904
"density",80,51,4.62479527954478
"density",80,52,4.41981457966431
"density",80,53,3.06289544372349
"density",80,54,3.61431859166231
"density",80,55,3.98411453897301
"density",80,56,3.34237604677257
"density",80,57,4.72734176019331
"density",80,58,3.85563103331647
"density",80,59,4.58922506245567
"density",80,60,3.6038095543332
"density",80,61,4.54120219392503
"density",80,62,4.38497982721402
"density",80,63,4.70084355716664
"density",80,64,4.04473190573862
"density",80,65,3.83803773440884
"density",80,66,3.60574805797692
"density",80,67,4.3982522251445
"density",80,68,3.99035067602853
"density",80,69,3.6263296796215
"density",80,70,4.03963123708931
"density",80,71,4.04186119479778
"density",80,72,4.68988340241593
"density",80,73,4.13408136326151
"density",80,74,4.05338222896027
"density",80,75,4.70454151675184
"density",80,76,5.00951203115235
"density",80,77,3.42203894143486
"density",80,78,4.92086720617657
"density",80,79,4.91302453420978
"density",80,80,4.89834679950594
"density",80,81,4.29873044648251
"density",80,82,4.08611447324878
"density",80,83,4.15907717291386
"density",80,84,3.71420792719752
"density",80,85,3.4048004098266
"density",80,86,4.03056016169107
"density",80,87,3.50307688538874
"density",80,88,4.88231788570106
"density",80,89,3.2952412939336
"density",80,90,4.50286975421627
"density",80,91,4.51689451705051
"density",80,92,3.39560353113024
"density",80,93,3.57989878160053
"density",80,94,4.15142869750985
"density",80,95,3.89222874817942
"density",80,96,4.98879422661033
"density",80,97,4.53132534201023
"density",80,98,3.30770547030527
"density",80,99,4.36138017123741
"density",80,100,4.1911963087378
"density",85,1,4.1832038602823
"density",85,2,3.69665331210868
"density",85,3,4.47809706165006
"density",85,4,4.39223209199632
"density",85,5,3.77447833112993
"density",85,6,3.86131765340848
"density",85,7,4.31143925405514
"density",85,8,3.61142736847724
"density",85,9,3.17029773514734
"density",85,10,3.23894722063968
"density",85,11,5.21275678614314
"density",85,12,3.2340653955063
"density",85,13,3.65936031253503
"density",85,14,4.11999803914114
"density",85,15,3.84828566764593
"density",85,16,4.41882220175427
"density",85,17,4.91948617936286
"density",85,18,3.09409196777746
"density",85,19,4.01648522269245
"density",85,20,4.10397703549004
"density",85,21,4.45714563430023
"density",85,22,3.88107090233357
"density",85,23,4.10367934764415
"density",85,24,4.41409597236807
"density",85,25,3.82617670443541
"density",85,26,3.69496211389038
"density",85,27,3.67616698130199
"density",85,28,4.95366510937543
"density",85,29,4.21591870192217
"density",85,30,4.75214031208468
"density",85,31,3.81111575951231
"density",85,32,4.18881003846592
"density",85,33,3.20640661558279
"density",85,34,3.46241765869711
"density",85,35,4.06528263846787
"density",85,36,3.68210057996103
"density",85,37,4.2362950063596
"density",85,38,3.84117734002847
"density",85,39,3.52212935158698
"density",85,40,3.24132551832313
"density",85,41,3.4850999294245
"density",85,42,4.46716874454316
"density",85,43,3.19886013179746
"density",85,44,3.87751033369646
"density",85,45,3.12566849133012
"density",85,46,4.78061598542941
"density",85,47,4.07266576422266
"density",85,48,5.7298259204024
"density",85,49,4.48170496580985
"density",85,50,4.22830165581268
"density",85,51,4.21451059568989
"density",85,52,3.66542337832776
"density",85,53,4.52964062454412
"density",85,54,3.96121965225369
"density",85,55,3.6975427571186
"density",85,56,3.37241341013944
"density",85,57,4.10498673366676
"density",85,58,4.39280544399815
"density",85,59,3.38586556565042
