"genotype","rep","image","emmean","SE","df","asymp.LCL","asymp.UCL"
"2014008-016","2","18",0.322843388887319,0.010460893778182,Inf,0.302340413835983,0.343346363938655
"2014009-010","2","18",0.341411491649949,0.0104098335080373,Inf,0.321008592889137,0.36181439041076
"2014009-012","2","18",0.335825340764909,0.0104098335080383,Inf,0.315422442004096,0.356228239525723
"2014009-034","2","18",0.30002366540078,0.0104098335080374,Inf,0.279620766639969,0.320426564161592
"2014009-041","2","18",0.336052901192072,0.0104098335080377,Inf,0.31565000243126,0.356455799952884
"2014009-046","2","18",0.311634444509448,0.0104098335080375,Inf,0.291231545748637,0.33203734327026
"2014010-010","2","18",0.341084473683668,0.0104098335080366,Inf,0.320681574922858,0.361487372444478
"W1406-001","2","18",0.351550923288245,0.0104608944140405,Inf,0.331047946990649,0.372053899585841
"W1411-017","2","18",0.330875304328798,0.0104098335080372,Inf,0.310472405567986,0.351278203089609
"W1425-006","2","18",0.317271879843993,0.0104606288629071,Inf,0.296769424017055,0.337774335670931
"2014001-005","1","19",0.352955267908226,0.0104098335081776,Inf,0.332552369147139,0.373358166669312
"2014005-019","1","19",0.336904943636415,0.0104098335080373,Inf,0.316502044875603,0.357307842397226
"2014005-024","1","19",0.315856645878026,0.0104098335080368,Inf,0.295453747117215,0.336259544638836
"2014006-046","1","19",0.342170282683384,0.0103644382158441,Inf,0.321856357060339,0.362484208306429
"2014007-001","1","19",0.333562333250287,0.0104098335080365,Inf,0.313159434489477,0.353965232011097
"2014008-016","1","19",0.32168854830271,0.0104098335080375,Inf,0.301285649541899,0.342091447063522
"2014009-010","1","19",0.337306178570713,0.010409833508037,Inf,0.316903279809902,0.357709077331524
"2014009-012","1","19",0.334430229213568,0.0104098335080381,Inf,0.314027330452755,0.354833127974381
"2014009-034","1","19",0.293586145223204,0.0104098335080371,Inf,0.273183246462393,0.313989043984015
"2014009-041","1","19",0.324469761954717,0.0104098335080374,Inf,0.304066863193906,0.344872660715529
"2014009-046","1","19",0.305883143702128,0.0104098335080373,Inf,0.285480244941317,0.326286042462939
"2014010-010","1","19",0.34573579087034,0.0104098335080363,Inf,0.325332892109531,0.366138689631149
"W1406-001","1","19",0.342992515759031,0.0104098335080368,Inf,0.322589616998221,0.363395414519842
"W1411-017","1","19",0.327303549829583,0.0104098335080369,Inf,0.306900651068772,0.347706448590393
"W1425-006","1","19",0.311711145219885,0.0103644385694418,Inf,0.291397218903801,0.332025071535968
"2014001-005","2","19",0.357447072387909,0.0104098335081334,Inf,0.337044173626909,0.377849971148909
"2014005-019","2","19",0.341396748116098,0.0104098335080375,Inf,0.320993849355286,0.36179964687691
"2014005-024","2","19",0.320348450357709,0.0104098335080369,Inf,0.299945551596898,0.34075134911852
"2014006-046","2","19",0.346662087163067,0.0103642007108111,Inf,0.326348627041333,0.366975547284801
"2014007-001","2","19",0.33805413772997,0.0104098335080369,Inf,0.31765123896916,0.358457036490781
"2014008-016","2","19",0.326180352782394,0.0104098335080377,Inf,0.305777454021581,0.346583251543206
"2014009-010","2","19",0.341797983050396,0.0104098335080373,Inf,0.321395084289585,0.362200881811208
"2014009-012","2","19",0.338922033693251,0.0104098335080383,Inf,0.318519134932438,0.359324932454065
"2014009-034","2","19",0.298077949702887,0.0104098335080374,Inf,0.277675050942076,0.318480848463699
"2014009-041","2","19",0.328961566434401,0.0104098335080377,Inf,0.308558667673589,0.349364465195213
"2014009-046","2","19",0.310374948181811,0.0104098335080375,Inf,0.289972049421,0.330777846942623
"2014010-010","2","19",0.350227595350023,0.0104098335080366,Inf,0.329824696589213,0.370630494110833
"W1406-001","2","19",0.347484320238715,0.0104098335080373,Inf,0.327081421477903,0.367887218999526
"W1411-017","2","19",0.331795354309266,0.0104098335080372,Inf,0.311392455548455,0.352198253070077
"W1425-006","2","19",0.316202949699568,0.0103642005200017,Inf,0.295889489951814,0.336516409447323
"2014001-005","1","2",0.340396050508165,0.0104098335081776,Inf,0.319993151747079,0.360798949269251
"2014005-019","1","2",0.330481149411622,0.0104098335080373,Inf,0.31007825065081,0.350884048172433
"2014005-024","1","2",0.32480092495031,0.0104098335080368,Inf,0.304398026189499,0.34520382371112
"2014006-046","1","2",0.329558837174249,0.0104606290640069,Inf,0.309056380953162,0.350061293395335
"2014007-001","1","2",0.329187709187033,0.0104098335080365,Inf,0.308784810426223,0.349590607947843
"2014008-016","1","2",0.323426601242862,0.0104098335080375,Inf,0.30302370248205,0.343829500003673
"2014009-010","1","2",0.335432134403605,0.010409833508037,Inf,0.315029235642795,0.355835033164416
"2014009-012","1","2",0.336073554050386,0.0104098335080381,Inf,0.315670655289573,0.356476452811199
"2014009-034","1","2",0.292522340500162,0.0104098335080371,Inf,0.272119441739351,0.312925239260973
"2014009-041","1","2",0.323564988548177,0.0104606288987684,Inf,0.303062532650952,0.344067444445402
"2014009-046","1","2",0.29576667239207,0.0104098335080373,Inf,0.275363773631258,0.316169571152881
"2014010-010","1","2",0.342645439887747,0.0104098335080363,Inf,0.322242541126938,0.363048338648557
"W1406-001","1","2",0.338519076462858,0.0104098335080368,Inf,0.318116177702047,0.358921975223668
"W1411-017","1","2",0.324466799362305,0.0104098335080369,Inf,0.304063900601495,0.344869698123116
"W1425-006","1","2",0.30684096167099,0.0104098335080374,Inf,0.286438062910178,0.327243860431801
"2014001-005","2","2",0.344887854987849,0.0104098335081334,Inf,0.324484956226849,0.365290753748848
"2014005-019","2","2",0.334972953891305,0.0104098335080375,Inf,0.314570055130493,0.355375852652117
"2014005-024","2","2",0.329292729429993,0.010409833508037,Inf,0.308889830669182,0.349695628190804
"2014006-046","2","2",0.334050641653932,0.0104608931546123,Inf,0.31354766782477,0.354553615483094
"2014007-001","2","2",0.333679513666716,0.0104098335080369,Inf,0.313276614905906,0.354082412427527
"2014008-016","2","2",0.327918405722545,0.0104098335080377,Inf,0.307515506961733,0.348321304483357
"2014009-010","2","2",0.339923938883289,0.0104098335080373,Inf,0.319521040122477,0.3603268376441
"2014009-012","2","2",0.340565358530069,0.0104098335080383,Inf,0.320162459769256,0.360968257290882
"2014009-034","2","2",0.297014144979845,0.0104098335080374,Inf,0.276611246219034,0.317417043740657
"2014009-041","2","2",0.32805679302786,0.0104608934867694,Inf,0.307553818547683,0.348559767508038
"2014009-046","2","2",0.300258476871753,0.0104098335080375,Inf,0.279855578110941,0.320661375632565
"2014010-010","2","2",0.347137244367431,0.0104098335080366,Inf,0.326734345606621,0.367540143128241
"W1406-001","2","2",0.343010880942541,0.0104098335080372,Inf,0.32260798218173,0.363413779703352
"W1411-017","2","2",0.328958603841989,0.0104098335080372,Inf,0.308555705081178,0.3493615026028
"W1425-006","2","2",0.311332766150673,0.0104098335080377,Inf,0.290929867389861,0.331735664911485
"2014001-005","1","20",0.348008853322505,0.0104098335081776,Inf,0.327605954561418,0.368411752083591
"2014005-019","1","20",0.334225307254086,0.0104098335080373,Inf,0.313822408493275,0.354628206014898
"2014005-024","1","20",0.312858187160208,0.0104098335080368,Inf,0.292455288399398,0.333261085921018
"2014006-046","1","20",0.336823691611075,0.0103644382158441,Inf,0.31650976598803,0.35713761723412
"2014007-001","1","20",0.333523593494079,0.0103220659524273,Inf,0.313292715981275,0.353754471006884
"2014008-016","1","20",0.320494640373309,0.0104098335080375,Inf,0.300091741612497,0.34089753913412
"2014009-010","1","20",0.330749375049536,0.010409833508037,Inf,0.310346476288725,0.351152273810347
"2014009-012","1","20",0.335387488221181,0.0104098335080381,Inf,0.314984589460368,0.355790386981994
"2014009-034","1","20",0.30316676870405,0.0104098335080371,Inf,0.282763869943239,0.323569667464861
"2014009-041","1","20",0.332558700975129,0.0104098335080374,Inf,0.312155802214318,0.352961599735941
"2014009-046","1","20",0.312215489134314,0.0104098335080373,Inf,0.291812590373502,0.332618387895125
"2014010-010","1","20",0.351911246228227,0.0104098335080363,Inf,0.331508347467417,0.372314144989036
"W1406-001","1","20",0.329592622553888,0.0103644393174791,Inf,0.309278694771678,0.349906550336098
"W1411-017","1","20",0.327517346038678,0.0104098335080369,Inf,0.307114447277867,0.347920244799488
"W1425-006","1","20",0.311121898159906,0.0104098335080374,Inf,0.290718999399095,0.331524796920718
"2014001-005","2","20",0.352500657802188,0.0104098335081334,Inf,0.332097759041188,0.372903556563188
"2014005-019","2","20",0.33871711173377,0.0104098335080375,Inf,0.318314212972958,0.359120010494582
"2014005-024","2","20",0.317349991639891,0.010409833508037,Inf,0.296947092879081,0.337752890400702
"2014006-046","2","20",0.341315496090758,0.0103642007108111,Inf,0.321002035969024,0.361628956212492
"2014007-001","2","20",0.338015397973763,0.0103220659524277,Inf,0.317784520460957,0.358246275486568
"2014008-016","2","20",0.324986444852992,0.0104098335080377,Inf,0.30458354609218,0.345389343613804
"2014009-010","2","20",0.335241179529219,0.0104098335080373,Inf,0.314838280768408,0.355644078290031
"2014009-012","2","20",0.339879292700865,0.0104098335080383,Inf,0.319476393940051,0.360282191461678
"2014009-034","2","20",0.307658573183734,0.0104098335080374,Inf,0.287255674422922,0.328061471944545
"2014009-041","2","20",0.337050505454813,0.0104098335080377,Inf,0.316647606694001,0.357453404215625
"2014009-046","2","20",0.316707293613997,0.0104098335080375,Inf,0.296304394853185,0.337110192374809
"2014010-010","2","20",0.35640305070791,0.0104098335080366,Inf,0.3360001519471,0.37680594946872
"W1406-001","2","20",0.334084427033571,0.0103642001163442,Inf,0.313770968076971,0.354397885990172
"W1411-017","2","20",0.332009150518361,0.0104098335080372,Inf,0.31160625175755,0.352412049279172
"W1425-006","2","20",0.31561370263959,0.0104098335080377,Inf,0.295210803878777,0.336016601400402
"2014001-005","1","21",0.349073430139556,0.0104098335081776,Inf,0.32867053137847,0.369476328900643
"2014005-019","1","21",0.326707264563005,0.0103644410609982,Inf,0.306393333363561,0.34702119576245
"2014005-024","1","21",0.322635179115098,0.0104098335080368,Inf,0.302232280354288,0.343038077875908
"2014006-046","1","21",0.342313302432289,0.0103644382158441,Inf,0.321999376809244,0.362627228055334
"2014007-001","1","21",0.341072857192928,0.0104098335080365,Inf,0.320669958432118,0.361475755953737
"2014008-016","1","21",0.319472109659655,0.0104098335080375,Inf,0.299069210898843,0.339875008420467
"2014009-010","1","21",0.338122051920834,0.010409833508037,Inf,0.317719153160023,0.358524950681645
"2014009-012","1","21",0.331873420025709,0.0104098335080381,Inf,0.311470521264896,0.352276318786522
"2014009-034","1","21",0.299117497875907,0.0104606288044975,Inf,0.278615042163449,0.319619953588364
"2014009-041","1","21",0.326302179123734,0.0103231720589557,Inf,0.306069133681971,0.346535224565498
"2014009-046","1","21",0.30686791074867,0.0104606284897027,Inf,0.286365455653199,0.327370365844141
"2014010-010","1","21",0.347972063303547,0.0104098335080363,Inf,0.327569164542737,0.368374962064356
"W1406-001","1","21",0.339748863144455,0.0104098335080368,Inf,0.319345964383645,0.360151761905266
"W1411-017","1","21",0.327186008701191,0.0104098335080369,Inf,0.30678310994038,0.347588907462001
"W1425-006","1","21",0.30823494849778,0.0103644385694418,Inf,0.287921022181696,0.328548874813864
"2014001-005","2","21",0.35356523461924,0.0104098335081334,Inf,0.33316233585824,0.373968133380239
"2014005-019","2","21",0.331199069042689,0.0103641991755089,Inf,0.310885611930091,0.351512526155286
"2014005-024","2","21",0.327126983594781,0.010409833508037,Inf,0.306724084833971,0.347529882355592
"2014006-046","2","21",0.346805106911973,0.0103642007108111,Inf,0.326491646790238,0.367118567033707
"2014007-001","2","21",0.345564661672611,0.0104098335080369,Inf,0.3251617629118,0.365967560433421
"2014008-016","2","21",0.323963914139339,0.0104098335080377,Inf,0.303561015378526,0.344366812900151
"2014009-010","2","21",0.342613856400518,0.0104098335080373,Inf,0.322210957639706,0.363016755161329
"2014009-012","2","21",0.336365224505393,0.0104098335080383,Inf,0.315962325744579,0.356768123266206
"2014009-034","2","21",0.30360930235559,0.0104608936762692,Inf,0.283106327504,0.32411227720718
"2014009-041","2","21",0.330793983603418,0.0103236251649749,Inf,0.310560050090175,0.35102791711666
"2014009-046","2","21",0.311359715228353,0.0104608943090624,Inf,0.290856739136511,0.331862691320196
"2014010-010","2","21",0.35246386778323,0.0104098335080366,Inf,0.33206096902242,0.37286676654404
"W1406-001","2","21",0.344240667624138,0.0104098335080372,Inf,0.323837768863327,0.36464356638495
"W1411-017","2","21",0.331677813180874,0.0104098335080372,Inf,0.311274914420063,0.352080711941685
"W1425-006","2","21",0.312726752977463,0.0103642005200017,Inf,0.292413293229709,0.333040212725218
"2014001-005","1","22",0.344891766634843,0.0104098335081776,Inf,0.324488867873757,0.365294665395929
"2014005-019","1","22",0.326081034473864,0.0103641991755087,Inf,0.305767577361267,0.346394491586461
"2014005-024","1","22",0.325069203362842,0.0104606284432535,Inf,0.30456674835841,0.345571658367274
"2014006-046","1","22",0.334140793871456,0.0103644382158441,Inf,0.313826868248411,0.354454719494501
"2014007-001","1","22",0.336473273542651,0.0104606286839127,Inf,0.315970818066535,0.356975729018766
"2014008-016","1","22",0.334711220092172,0.0104608937781818,Inf,0.314208245040836,0.355214195143507
"2014009-010","1","22",0.327203824014808,0.010409833508037,Inf,0.306800925253997,0.347606722775619
"2014009-012","1","22",0.323790814873141,0.0104098335080381,Inf,0.303387916112328,0.344193713633954
"2014009-034","1","22",0.300225361027872,0.0104098335080371,Inf,0.279822462267061,0.320628259788683
"2014009-041","1","22",0.320474378291008,0.0104098335080374,Inf,0.300071479530197,0.34087727705182
"2014009-046","1","22",0.301747072217563,0.0104608943090622,Inf,0.281244096125722,0.322250048309405
"2014010-010","1","22",0.350550981344992,0.0104098335080363,Inf,0.330148082584182,0.370953880105801
"W1406-001","1","22",0.336180118868078,0.0104098335080368,Inf,0.315777220107268,0.356583017628888
"W1411-017","1","22",0.321924859309199,0.0104098335080369,Inf,0.301521960548388,0.34232775807001
"W1425-006","1","22",0.311263026422235,0.0104098335080374,Inf,0.290860127661424,0.331665925183047
"2014001-005","2","22",0.349383571114526,0.0104098335081334,Inf,0.328980672353527,0.369786469875526
"2014005-019","2","22",0.330572838953548,0.0103644410609985,Inf,0.310258907754103,0.350886770152993
"2014005-024","2","22",0.329561007842525,0.010460894402432,Inf,0.309058031567682,0.350063984117369
"2014006-046","2","22",0.338632598351139,0.0103642007108111,Inf,0.318319138229405,0.358946058472873
"2014007-001","2","22",0.340965078022334,0.0104608939186639,Inf,0.320462102695659,0.361468053349009
"2014008-016","2","22",0.339203024571855,0.0104606287537998,Inf,0.318700568958763,0.359705480184947
"2014009-010","2","22",0.331695628494491,0.0104098335080373,Inf,0.31129272973368,0.352098527255303
"2014009-012","2","22",0.328282619352824,0.0104098335080383,Inf,0.307879720592011,0.348685518113637
"2014009-034","2","22",0.304717165507556,0.0104098335080374,Inf,0.284314266746744,0.325120064268367
"2014009-041","2","22",0.324966182770692,0.0104098335080377,Inf,0.30456328400988,0.345369081531504
"2014009-046","2","22",0.306238876697247,0.010460628489703,Inf,0.285736421601775,0.326741331792718
"2014010-010","2","22",0.355042785824675,0.0104098335080366,Inf,0.334639887063865,0.375445684585485
"W1406-001","2","22",0.340671923347761,0.0104098335080372,Inf,0.32026902458695,0.361074822108573
"W1411-017","2","22",0.326416663788882,0.0104098335080372,Inf,0.306013765028071,0.346819562549694
"W1425-006","2","22",0.315754830901919,0.0104098335080377,Inf,0.295351932141107,0.336157729662731
"2014001-005","1","23",0.334877864893892,0.0104098335081776,Inf,0.314474966132806,0.355280763654978
"2014005-019","1","23",0.333433638350539,0.0104608964072934,Inf,0.312930658146239,0.353936618554838
"2014005-024","1","23",0.320799163867985,0.0104606284432535,Inf,0.300296708863553,0.341301618872417
"2014006-046","1","23",0.333888801752112,0.0103644382158441,Inf,0.313574876129067,0.354202727375157
"2014007-001","1","23",0.329577927582749,0.0104098335080365,Inf,0.309175028821939,0.349980826343559
"2014008-016","1","23",0.310864232865549,0.0104606287537995,Inf,0.290361777252458,0.33136668847864
"2014009-010","1","23",0.334070123162831,0.010409833508037,Inf,0.313667224402021,0.354473021923642
"2014009-012","1","23",0.336563692994405,0.0104098335080381,Inf,0.316160794233592,0.356966591755218
"2014009-034","1","23",0.304771851918501,0.010364200464581,Inf,0.284458392279369,0.325085311557633
"2014009-041","1","23",0.318217704085693,0.0103644385063857,Inf,0.297903777893196,0.338531630278189
"2014009-046","1","23",0.310271567180775,0.0104608943090622,Inf,0.289768591088933,0.330774543272617
"2014010-010","1","23",0.349137432302598,0.0104098335080363,Inf,0.328734533541788,0.369540331063407
"W1406-001","1","23",0.339757796789172,0.0104098335080368,Inf,0.319354898028362,0.360160695549983
"W1411-017","1","23",0.318254306446721,0.0104098335080369,Inf,0.297851407685911,0.338657205207532
"W1425-006","1","23",0.309864998932791,0.0104608935588572,Inf,0.289362024311324,0.330367973554258
"2014001-005","2","23",0.339369669373575,0.0104098335081333,Inf,0.318966770612576,0.359772568134575
"2014005-019","2","23",0.337925442830222,0.0104606274459024,Inf,0.317422989780562,0.358427895879882
"2014005-024","2","23",0.325290968347669,0.010460894402432,Inf,0.304787992072825,0.345793944622512
"2014006-046","2","23",0.338380606231796,0.0103642007108111,Inf,0.318067146110062,0.35869406635353
"2014007-001","2","23",0.334069732062432,0.0104098335080369,Inf,0.313666833301622,0.354472630823243
"2014008-016","2","23",0.315356037345233,0.010460893778182,Inf,0.294853062293897,0.335859012396569
"2014009-010","2","23",0.338561927642515,0.0104098335080373,Inf,0.318159028881703,0.358964826403326
"2014009-012","2","23",0.341055497474089,0.0104098335080383,Inf,0.320652598713276,0.361458396234902
"2014009-034","2","23",0.309263656398184,0.0103644386721433,Inf,0.288949729880809,0.329577582915559
"2014009-041","2","23",0.322709508565376,0.0103642005540281,Inf,0.302396048750931,0.343022968379821
"2014009-046","2","23",0.314763371660459,0.010460628489703,Inf,0.294260916564987,0.33526582675593
"2014010-010","2","23",0.353629236782281,0.0104098335080366,Inf,0.333226338021471,0.374032135543091
"W1406-001","2","23",0.344249601268856,0.0104098335080372,Inf,0.323846702508045,0.364652500029667
"W1411-017","2","23",0.322746110926405,0.0104098335080372,Inf,0.302343212165594,0.343149009687216
"W1425-006","2","23",0.314356803412474,0.0104606288629071,Inf,0.293854347585536,0.334859259239412
"2014001-005","1","24",0.338443839255707,0.0104098335081776,Inf,0.31804094049462,0.358846738016793
"2014005-019","1","24",0.326260377180073,0.0104098335080373,Inf,0.305857478419262,0.346663275940885
"2014005-024","1","24",0.312682141231283,0.0104606284432535,Inf,0.292179686226851,0.333184596235715
"2014006-046","1","24",0.338272472568945,0.0104098335080375,Inf,0.317869573808133,0.358675371329757
"2014007-001","1","24",0.339908391187232,0.0104098335080365,Inf,0.319505492426422,0.360311289948042
"2014008-016","1","24",0.321975495592267,0.0104098335080375,Inf,0.301572596831456,0.342378394353079
"2014009-010","1","24",0.321988467249673,0.010409833508037,Inf,0.301585568488863,0.342391366010484
"2014009-012","1","24",0.336562263315282,0.0104098335080381,Inf,0.316159364554469,0.356965162076095
"2014009-034","1","24",0.299667189359632,0.0104098335080371,Inf,0.279264290598821,0.320070088120442
"2014009-041","1","24",0.32631513851023,0.0104098335080374,Inf,0.305912239749418,0.346718037271042
"2014009-046","1","24",0.29180159796022,0.0103644392256539,Inf,0.271487670357984,0.312115525562456
"2014010-010","1","24",0.35026458393609,0.0104098335080363,Inf,0.32986168517528,0.370667482696899
"W1406-001","1","24",0.345090163515111,0.0104098335080368,Inf,0.3246872647543,0.365493062275921
"W1411-017","1","24",0.325240059562437,0.0104098335080369,Inf,0.304837160801626,0.345642958323247
"W1425-006","1","24",0.308276717696686,0.0104098335080374,Inf,0.287873818935875,0.328679616457498
"2014001-005","2","24",0.34293564373539,0.0104098335081333,Inf,0.32253274497439,0.36333854249639
"2014005-019","2","24",0.330752181659757,0.0104098335080375,Inf,0.310349282898945,0.351155080420568
"2014005-024","2","24",0.317173945710966,0.010460894402432,Inf,0.296670969436123,0.33767692198581
"2014006-046","2","24",0.342764277048628,0.0104098335080381,Inf,0.322361378287816,0.363167175809441
"2014007-001","2","24",0.344400195666915,0.0104098335080369,Inf,0.323997296906105,0.364803094427726
"2014008-016","2","24",0.326467300071951,0.0104098335080377,Inf,0.306064401311139,0.346870198832763
"2014009-010","2","24",0.326480271729357,0.0104098335080373,Inf,0.306077372968545,0.346883170490168
"2014009-012","2","24",0.341054067794966,0.0104098335080383,Inf,0.320651169034153,0.361456966555779
"2014009-034","2","24",0.304158993839315,0.0104098335080374,Inf,0.283756095078503,0.324561892600126
"2014009-041","2","24",0.330806942989913,0.0104098335080377,Inf,0.310404044229101,0.351209841750726
"2014009-046","2","24",0.296293402439903,0.0103642001658955,Inf,0.275979943386184,0.316606861493622
"2014010-010","2","24",0.354756388415773,0.0104098335080366,Inf,0.334353489654963,0.375159287176583
"W1406-001","2","24",0.349581967994794,0.0104098335080372,Inf,0.329179069233983,0.369984866755605
"W1411-017","2","24",0.32973186404212,0.0104098335080372,Inf,0.309328965281309,0.350134762802931
"W1425-006","2","24",0.31276852217637,0.0104098335080377,Inf,0.292365623415557,0.333171420937182
"2014001-005","1","25",0.352813554167025,0.0104098335081776,Inf,0.332410655405939,0.373216452928111
"2014005-019","1","25",0.333674051235572,0.0104098335080373,Inf,0.313271152474761,0.354076949996384
"2014005-024","1","25",0.315295642709882,0.0104098335080368,Inf,0.294892743949071,0.335698541470692
"2014006-046","1","25",0.338828140548266,0.0104098335080375,Inf,0.318425241787455,0.359231039309078
"2014007-001","1","25",0.344938985256152,0.0104098335080365,Inf,0.324536086495342,0.365341884016962
"2014008-016","1","25",0.316311073649493,0.0104098335080375,Inf,0.295908174888682,0.336713972410305
"2014009-010","1","25",0.338082418812788,0.0103642005321389,Inf,0.317768959041245,0.358395878584331
"2014009-012","1","25",0.330431095762505,0.0104098335080381,Inf,0.310028197001692,0.350833994523318
"2014009-034","1","25",0.296593113600854,0.010364438672143,Inf,0.276279187083479,0.316907040118228
"2014009-041","1","25",0.330688686535017,0.0104606288987684,Inf,0.310186230637792,0.351191142432242
"2014009-046","1","25",0.291803970457252,0.0104098335080373,Inf,0.271401071696441,0.312206869218064
"2014010-010","1","25",0.343240398575271,0.0104098335080363,Inf,0.322837499814462,0.363643297336081
"W1406-001","1","25",0.340527963810119,0.0104098335080368,Inf,0.320125065049309,0.36093086257093
"W1411-017","1","25",0.325751537027957,0.0104098335080369,Inf,0.305348638267146,0.346154435788767
"W1425-006","1","25",0.312639063001972,0.0104098335080374,Inf,0.292236164241161,0.333041961762784
"2014001-005","2","25",0.357305358646708,0.0104098335081333,Inf,0.336902459885709,0.377708257407708
"2014005-019","2","25",0.338165855715256,0.0104098335080375,Inf,0.317762956954444,0.358568754476068
"2014005-024","2","25",0.319787447189565,0.0104098335080369,Inf,0.299384548428754,0.340190345950376
"2014006-046","2","25",0.34331994502795,0.0104098335080381,Inf,0.322917046267137,0.363722843788762
"2014007-001","2","25",0.349430789735835,0.0104098335080369,Inf,0.329027890975025,0.369833688496646
"2014008-016","2","25",0.320802878129177,0.0104098335080377,Inf,0.300399979368365,0.341205776889989
"2014009-010","2","25",0.342574223292471,0.0103644385469483,Inf,0.322260297020474,0.362888149564468
"2014009-012","2","25",0.334922900242188,0.0104098335080383,Inf,0.314520001481375,0.355325799003002
"2014009-034","2","25",0.301084918080537,0.0103642004645814,Inf,0.280771458441404,0.32139837771967
"2014009-041","2","25",0.3351804910147,0.0104608934867694,Inf,0.314677516534522,0.355683465494878
"2014009-046","2","25",0.296295774936936,0.0104098335080375,Inf,0.275892876176124,0.316698673697748
"2014010-010","2","25",0.347732203054955,0.0104098335080366,Inf,0.327329304294145,0.368135101815765
"W1406-001","2","25",0.345019768289803,0.0104098335080372,Inf,0.324616869528991,0.365422667050614
"W1411-017","2","25",0.33024334150764,0.0104098335080372,Inf,0.309840442746829,0.350646240268451
"W1425-006","2","25",0.317130867481656,0.0104098335080377,Inf,0.296727968720844,0.337533766242468
"2014001-005","1","26",0.346435363599194,0.0104098335081776,Inf,0.326032464838108,0.366838262360281
"2014005-019","1","26",0.332461196754833,0.0104098335080373,Inf,0.312058297994022,0.352864095515645
"2014005-024","1","26",0.316220370833643,0.0104098335080368,Inf,0.295817472072833,0.336623269594454
"2014006-046","1","26",0.338990015266424,0.0104098335080375,Inf,0.318587116505612,0.359392914027236
"2014007-001","1","26",0.335808832934577,0.0104098335080365,Inf,0.315405934173767,0.356211731695387
"2014008-016","1","26",0.318346097329541,0.0104098335080375,Inf,0.297943198568729,0.338748996090353
"2014009-010","1","26",0.325898234797536,0.010409833508037,Inf,0.305495336036725,0.346301133558347
"2014009-012","1","26",0.333591143053693,0.0104606288071597,Inf,0.313088687336018,0.354093598771368
"2014009-034","1","26",0.297865586237418,0.0104098335080371,Inf,0.277462687476608,0.318268484998229
"2014009-041","1","26",0.32562218062461,0.0104098335080374,Inf,0.305219281863798,0.346025079385422
"2014009-046","1","26",0.302978841121952,0.0104606284897027,Inf,0.282476386026481,0.323481296217423
"2014010-010","1","26",0.34012003324316,0.0104098335080363,Inf,0.31971713448235,0.360522932003969
"W1406-001","1","26",0.344913684724004,0.0104098335080368,Inf,0.324510785963194,0.365316583484814
"W1411-017","1","26",0.321125653066714,0.0104098335080369,Inf,0.300722754305903,0.341528551827525
"W1425-006","1","26",0.308042073837361,0.0104098335080374,Inf,0.287639175076549,0.328444972598172
"2014001-005","2","26",0.350927168078878,0.0104098335081334,Inf,0.330524269317878,0.371330066839878
"2014005-019","2","26",0.336953001234517,0.0104098335080375,Inf,0.316550102473705,0.357355899995329
"2014005-024","2","26",0.320712175313327,0.0104098335080369,Inf,0.300309276552516,0.341115074074137
"2014006-046","2","26",0.343481819746107,0.0104098335080381,Inf,0.323078920985294,0.36388471850692
"2014007-001","2","26",0.340300637414261,0.0104098335080369,Inf,0.31989773865345,0.360703536175071
"2014008-016","2","26",0.322837901809224,0.0104098335080377,Inf,0.302435003048412,0.343240800570037
"2014009-010","2","26",0.330390039277219,0.0104098335080373,Inf,0.309987140516408,0.350792938038031
"2014009-012","2","26",0.338082947533376,0.0104608936709208,Inf,0.317579972692269,0.358585922374484
"2014009-034","2","26",0.302357390717102,0.0104098335080374,Inf,0.28195449195629,0.322760289477913
"2014009-041","2","26",0.330113985104293,0.0104098335080377,Inf,0.309711086343481,0.350516883865106
"2014009-046","2","26",0.307470645601636,0.0104608943090624,Inf,0.286967669509793,0.327973621693478
"2014010-010","2","26",0.344611837722843,0.0104098335080366,Inf,0.324208938962033,0.365014736483653
"W1406-001","2","26",0.349405489203687,0.0104098335080372,Inf,0.329002590442876,0.369808387964499
"W1411-017","2","26",0.325617457546397,0.0104098335080372,Inf,0.305214558785586,0.346020356307209
"W1425-006","2","26",0.312533878317044,0.0104098335080377,Inf,0.292130979556232,0.332936777077856
"2014001-005","1","27",0.352850723243363,0.0104098335081775,Inf,0.332447824482276,0.373253622004449
"2014005-019","1","27",0.33478413655442,0.0104606274459022,Inf,0.31428168350476,0.355286589604079
"2014005-024","1","27",0.323265212896311,0.0104098335080368,Inf,0.302862314135501,0.343668111657121
"2014006-046","1","27",0.33144220575034,0.0104098335080375,Inf,0.311039306989528,0.351845104511152
"2014007-001","1","27",0.331554271659973,0.0104098335080365,Inf,0.311151372899163,0.351957170420783
"2014008-016","1","27",0.317739876811928,0.0104098335080375,Inf,0.297336978051116,0.33814277557274
"2014009-010","1","27",0.329011049700709,0.010409833508037,Inf,0.308608150939898,0.34941394846152
"2014009-012","1","27",0.335378736152886,0.0104098335080381,Inf,0.314975837392073,0.355781634913699
"2014009-034","1","27",0.300621765838666,0.0104098335080371,Inf,0.280218867077855,0.321024664599477
"2014009-041","1","27",0.324927181464987,0.0103644385063857,Inf,0.304613255272491,0.345241107657483
"2014009-046","1","27",0.311832678764417,0.0104608943090622,Inf,0.291329702672575,0.332335654856258
