"genotype","rep","image","area","SE","df","asymp.LCL","asymp.UCL"
"2014010-010",2,18,5.75002140047481,0.703427775462182,Inf,4.45397123419693,7.21135744545894
"W1406-001",2,18,3.49163653960618,0.55181349532468,Inf,2.4938533086976,4.65692246273667
"W1411-017",2,18,4.67947616563524,0.634575648236257,Inf,3.51837368897915,6.00586452099759
"W1425-006",2,18,6.81106375125353,0.770673259283777,Inf,5.38431748590771,8.4053011499963
"2014001-005",1,19,7.67142082287194,0.812498720623597,Inf,6.16159553231781,9.34653199213206
"2014005-019",1,19,3.84146187912584,0.57495392911248,Inf,2.79721582464871,5.05099381230922
"2014005-024",1,19,6.08564493362001,0.723665864344513,Inf,4.74992884201684,7.58664690392943
"2014006-046",1,19,3.69330451310005,0.56057526833011,Inf,2.67630975989485,4.87372443299663
"2014007-001",1,19,4.38295425006383,0.614141225129888,Inf,3.26190250674107,5.66929187209284
"2014008-016",1,19,4.91803300533679,0.650549731248108,Inf,3.72562190129141,6.27572998808842
"2014009-010",1,19,4.81091137082944,0.643425783971371,Inf,3.63246294687423,6.1546456734909
"2014009-012",1,19,7.52487459014834,0.804700767361685,Inf,6.03033300714081,9.18470205186211
"2014009-034",1,19,6.40869086081391,0.742624791919272,Inf,5.03581595397871,7.94685164635536
"2014009-041",1,19,4.77988451433328,0.64134761524262,Inf,3.60550922624022,6.1195456811326
"2014009-046",1,19,4.87896662346273,0.647960759609755,Inf,3.69162981058552,6.23158931504619
"2014010-010",1,19,3.44716954029231,0.544648239399695,Inf,2.46232154617888,4.59730341311199
"W1406-001",1,19,4.04538599962285,0.590017327163486,Inf,2.97161622748096,5.28444165047099
"W1411-017",1,19,5.03930594877224,0.658521783021589,Inf,3.83126991036795,6.41262786588278
"W1425-006",1,19,7.31941977068803,0.789159353387698,Inf,5.85440844550739,8.947856266913
"2014001-005",2,19,7.95485821507758,0.827372351637913,Inf,6.41588114341611,9.65912116544514
"2014005-019",2,19,4.04278418633857,0.589827560126568,Inf,2.96938635075449,5.2814679006289
"2014005-024",2,19,6.33837435914218,0.7385394953586,Inf,4.97350648643206,7.86852811055855
"2014006-046",2,19,3.89075641396097,0.575347792875301,Inf,2.84480317372167,5.10012507896207
"2014007-001",2,19,4.59782292098604,0.629014856143975,Inf,3.44761939655633,5.913312324122
"2014008-016",2,19,5.14548746084024,0.665423362262195,Inf,3.92392457568791,6.53233622469882
"2014009-010",2,19,5.03590320220044,0.658299414985457,Inf,3.82830299713828,6.40878928596885
"2014009-012",2,19,7.80561636612576,0.819574398375774,Inf,6.28192300201129,9.49459560894649
"2014009-034",2,19,6.66797405642411,0.757498422933359,Inf,5.26594736848196,8.23528662307251
"2014009-041",2,19,5.00415795907621,0.656221246256707,Inf,3.8006308898762,6.37297090698247
"2014009-046",2,19,5.10552611669496,0.662834390623842,Inf,3.88903752271081,6.48730058938537
"2014010-010",2,19,3.63801569995115,0.559521870413781,Inf,2.62401592473078,4.81730135387778
"W1406-001",2,19,4.25191546041436,0.604890958177574,Inf,3.14899390716551,5.52012289236945
"W1411-017",2,19,5.26951620331797,0.673395414035674,Inf,4.03232838380674,6.67198990153546
"W1425-006",2,19,7.59633775543137,0.803925045517631,Inf,6.10238133055001,9.25370960151857
"2014001-005",1,2,7.64890294361813,0.811305382772605,Inf,6.14141655227333,9.32167521366891
"2014005-019",1,2,3.54830425359517,0.552580058713913,Inf,2.547910179294,4.7139842066026
"2014005-024",1,2,5.89189471679168,0.712052919068133,Inf,4.57893957968465,7.37013573260496
"2014006-046",1,2,3.52218980505844,0.554203418994481,Inf,2.51971663248122,4.69215411515751
"2014007-001",1,2,4.6722227988286,0.634083649260655,Inf,3.51208462244511,5.99764685391834
"2014008-016",1,2,4.72464973763964,0.63763124648545,Inf,3.5575583984639,6.05702695552163
"2014009-010",1,2,4.48825667154541,0.621474945379119,Inf,3.35283110066147,5.78896812113561
"2014009-012",1,2,7.84505950830168,0.821642515285791,Inf,6.31731270952776,9.53809218578186
"2014009-034",1,2,5.89103152167565,0.712000757314964,Inf,4.5781786197262,7.36917030233134
"2014009-041",1,2,5.55155099814205,0.695776867122949,Inf,4.27159896440644,6.99899416608062
"2014009-046",1,2,6.28282767292363,0.73529625876379,Inf,4.92431642713268,7.80662479742083
"2014010-010",1,2,4.8408603271249,0.645425408608111,Inf,3.65849271089908,6.18851382205697
"W1406-001",1,2,3.48757985211995,0.547831325923901,Inf,2.4964931230594,4.64395245988675
"W1411-017",1,2,5.95546566464204,0.715883981546757,Inf,4.63500178305438,7.44121542493595
"W1425-006",1,2,7.13928080536191,0.783812191701872,Inf,5.68568007833596,8.75816741109411
"2014001-005",2,2,7.93192781977391,0.826179013786921,Inf,6.39528964732177,9.63385187093213
"2014005-019",2,2,3.74189230463791,0.567453689728,Inf,2.71234644922979,4.93672403875228
"2014005-024",2,2,6.14060974998675,0.72692655008222,Inf,4.79850283177278,7.64800254690698
"2014006-046",2,2,3.71507364326378,0.569195550101729,Inf,2.68322220327517,4.91442775999487
"2014007-001",2,2,4.89398521741853,0.648957280274742,Inf,3.70469525992809,6.24856105361521
"2014008-016",2,2,4.94763849862075,0.652504877499537,Inf,3.75139537833806,6.30916749760969
"2014009-010",2,2,4.70566048145235,0.636348576393205,Inf,3.54108312946146,6.03552371214949
"2014009-012",2,2,8.13165775059801,0.836516146299879,Inf,6.57475917071713,9.85384220918513
"2014009-034",2,2,6.13972852346381,0.72687438832905,Inf,4.79772384040742,7.64701908522646
"2014009-041",2,2,5.79305106038508,0.710773890807434,Inf,4.48371117373163,7.26989362799958
"2014009-046",2,2,6.5395775226368,0.750169889777877,Inf,5.15191449573891,8.09252642824095
"2014010-010",2,2,5.06654339380338,0.660299039622197,Inf,3.85502399647061,6.4433486698424
"W1406-001",2,2,3.67952634918805,0.562704956937988,Inf,2.65928783902056,4.8650507380618
"W1411-017",2,2,6.20550502921497,0.730757612560843,Inf,4.85588936652037,7.72040657061582
"W1425-006",2,2,7.4128017656154,0.798685822715958,Inf,5.93004925748251,9.06084015245454
"2014001-005",1,20,8.30160954008746,0.845212543612076,Inf,6.72766633467929,10.0408386242016
"2014005-019",1,20,4.15145777903553,0.597702531182681,Inf,3.06262528380218,5.40557615297514
"2014005-024",1,20,5.583417877763,0.693162163701555,Inf,4.30748794081522,7.02463369341703
"2014006-046",1,20,3.6148797148231,0.554591616767309,Inf,2.60961270317702,4.78357189316055
"2014007-001",1,20,4.35228648970277,0.605138840787143,Inf,3.24703939580933,5.61914006298757
"2014008-016",1,20,5.7754494549619,0.704981427802742,Inf,4.47635418605203,7.23983060257802
"2014009-010",1,20,4.65870452661608,0.633165678850524,Inf,3.50036553917532,5.98232939276308
"2014009-012",1,20,7.43742969201445,0.800011479716092,Inf,5.95207894390544,9.08806631882971
"2014009-034",1,20,5.7517250616006,0.703531976274451,Inf,4.45547066548352,7.21326533642394
"2014009-041",1,20,4.31424292456672,0.609308280256905,Inf,3.20266357913427,5.59110814870541
"2014009-046",1,20,4.58377237978069,0.628053013802503,Inf,3.43545403169908,5.89737660656856
"2014010-010",1,20,3.80808045667903,0.572450369534774,Inf,2.76874128880735,5.01270550325695
"W1406-001",1,20,4.24822130669619,0.601215209197292,Inf,3.15157373948316,5.50829405345197
"W1411-017",1,20,4.9683428076444,0.653868715894448,Inf,3.76942661322695,6.3325448807681
"W1425-006",1,20,8.78892594462983,0.869666387269793,Inf,7.1670540863691,10.5760836815968
"2014001-005",2,20,8.59635552945513,0.860086174626401,Inf,6.99326054293959,10.3647363946767
"2014005-019",2,20,4.36064388061132,0.612576162196768,Inf,3.24265960427102,5.64391403565788
"2014005-024",2,20,5.82560270681158,0.708035794715641,Inf,4.52052098875686,7.29597030357256
"2014006-046",2,20,3.81025142983575,0.569364319660737,Inf,2.77602558159946,5.00789270283385
"2014007-001",2,20,4.56641112709125,0.619845990467272,Inf,3.43233854950952,5.86209018406434
"2014008-016",2,20,6.02171999715135,0.719855058816829,Inf,4.69347294713453,7.51525292587442
"2014009-010",2,20,4.88014961887033,0.648039309864611,Inf,3.69265885032263,6.23292626612429
"2014009-012",2,20,7.71655046316528,0.81488511073018,Inf,6.20204793394932,9.39633887108749
"2014009-034",2,20,5.99749455371574,0.718405607288537,Inf,4.67208837649171,7.48818660964603
"2014009-041",2,20,4.52744093086823,0.624181911270992,Inf,3.38670980432883,5.83345793611387
"2014009-046",2,20,4.80345011303589,0.64292664481659,Inf,3.62597998384732,6.1462061209307
"2014010-010",2,20,4.00853732707792,0.58732400054886,Inf,2.9400463780993,5.2423141547628
"W1406-001",2,20,4.45980146683245,0.615986479006772,Inf,3.33419786014726,5.74882048778108
"W1411-017",2,20,5.19694457816406,0.668742346908534,Inf,3.96887660263967,6.59029843239471
"W1425-006",2,20,9.09212520058997,0.884540018283879,Inf,7.44110156122229,10.9084347186639
"2014001-005",1,21,7.74812022737767,0.816550328399879,Inf,6.23035393150254,9.43117240195878
"2014005-019",1,21,4.32851543119094,0.606870332011649,Inf,3.22078403801935,5.59967202607675
"2014005-024",1,21,6.61431997659316,0.754444649051524,Inf,5.21827857547634,8.17564725641624
"2014006-046",1,21,3.98332448862535,0.582169190792557,Inf,2.9240064251088,5.20606771883327
"2014007-001",1,21,4.45440867503551,0.619127097037941,Inf,3.32358480234144,5.75051842643584
"2014008-016",1,21,5.89805718556873,0.712425198047407,Inf,4.58437239507012,7.37702785477358
"2014009-010",1,21,4.80739502923474,0.643190597928055,Inf,3.62940756145409,6.15066837572163
"2014009-012",1,21,8.05869749972675,0.832754923877788,Inf,6.50917078033101,9.77351009782873
"2014009-034",1,21,6.81318083267657,0.770793022031639,Inf,5.38619983621394,8.40765296164753
"2014009-041",1,21,4.15536644120453,0.59167379467266,Inf,3.07661512540002,5.39593378170914
"2014009-046",1,21,4.44442578006617,0.622544839143166,Inf,3.30800587967544,5.74833680663921
"2014010-010",1,21,4.58810015042762,0.628349432113537,Inf,3.43920083313202,5.90228534642948
"W1406-001",1,21,4.34652213402928,0.611583457838703,Inf,3.23048352247807,5.62784662428673
"W1411-017",1,21,5.20581623100347,0.669312905246521,Inf,3.97662998168555,6.60028835902765
"W1425-006",1,21,7.46430356558364,0.796931562856024,Inf,5.98405898976477,9.10797331244682
"2014001-005",2,21,8.03295818961808,0.831423959414196,Inf,6.48604011263561,9.74516214530664
"2014005-019",2,21,4.54206155144857,0.621641357246707,Inf,3.40537457802022,5.8421639210285
"2014005-024",2,21,6.8776890903447,0.76931828006561,Inf,5.45249590812094,8.46816815127472
"2014006-046",2,21,4.18828340613713,0.596941071711031,Inf,3.10000811707167,5.43997411996439
"2014007-001",2,21,4.67100087478313,0.634000728052028,Inf,3.5110252209821,5.9962624072904
"2014008-016",2,21,6.14690090910397,0.727298829061494,Inf,4.80406433749841,7.65502335941577
"2014009-010",2,21,5.0323055608988,0.658064228942141,Inf,3.8251663120112,6.40473068849264
"2014009-012",2,21,8.34913710756175,0.847628554891876,Inf,6.77045860705906,10.0931014867707
"2014009-034",2,21,7.08044139090117,0.785792640412335,Inf,5.6240674579339,8.70431800698352
"2014009-041",2,21,4.36464978567001,0.606424366690565,Inf,3.25699692393031,5.63413676005235
"2014009-046",2,21,4.66077802071332,0.637539372888956,Inf,3.49497515670273,5.99408357587994
"2014010-010",2,21,4.8078803503151,0.643223063127623,Inf,3.62982925191256,6.15121732742391
"W1406-001",2,21,4.56050662947801,0.62645708885279,Inf,3.41531623681986,5.87098290084241
"W1411-017",2,21,5.43975678800303,0.684186536260607,Inf,4.18141875757816,6.86338069713415
"W1425-006",2,21,7.74392351914329,0.81169702314004,Inf,6.23473429803336,9.41652816145907
"2014001-005",1,22,8.38304479957889,0.849348014381469,Inf,6.80099622040359,10.1303792574602
"2014005-019",1,22,3.46308425046265,0.542806351746674,Inf,2.48091104853538,4.6086728485415
"2014005-024",1,22,5.71271055820339,0.705803678355774,Inf,4.41310633116138,7.1798059106278
"2014006-046",1,22,4.54727406823058,0.62201655021423,Inf,3.40985661536852,5.848116687784
"2014007-001",1,22,4.69445218242231,0.639816260828756,Inf,3.5241809196477,6.0322145755426
"2014008-016",1,22,5.63266939830918,0.700865890099155,Inf,4.34274883822616,7.09009264340006
"2014009-010",1,22,4.24404476636802,0.604330843921712,Inf,3.14222101688789,5.5111543945544
"2014009-012",1,22,8.43020698208974,0.851733837529916,Inf,6.84348227547014,10.1822175674156
"2014009-034",1,22,6.08232869460603,0.723468664538737,Inf,4.74699910751994,7.58294416039837
"2014009-041",1,22,4.41076438230058,0.61608652742204,Inf,3.28589991654615,5.70091472676125
"2014009-046",1,22,5.9708890335371,0.72160129067816,Inf,4.6403278381883,7.46895292004192
"2014010-010",1,22,4.31706030761196,0.609507199821427,Inf,3.20509108699723,5.59431540693294
"W1406-001",1,22,3.37578652759949,0.538979528451361,Inf,2.40204900278356,4.51480993112166
"W1411-017",1,22,4.11388678689791,0.594991758576429,Inf,3.03036730834309,5.36269214415899
"W1425-006",1,22,6.07048113688081,0.722763711286551,Inf,4.73653323277979,7.56971491968808
"2014001-005",2,22,8.67922034895313,0.864221645395796,Inf,7.06801998867046,10.4557065879419
"2014005-019",2,22,3.65436451957326,0.557612312165112,Inf,2.64317707125064,4.82897716961009
"2014005-024",2,22,5.95765382672795,0.72080109036474,Inf,4.62866099568225,7.45414934994643
"2014006-046",2,22,4.7660857163517,0.636787243445514,Inf,3.59971336576485,6.09587349170035
"2014007-001",2,22,4.91673541449587,0.654811372548947,Inf,3.71708005056469,6.28389346429104
"2014008-016",2,22,5.87590872889853,0.715814242146922,Inf,4.55668416017934,7.36262442863694
"2014009-010",2,22,4.45552215987432,0.619204474935798,Inf,3.32454662928724,5.75178356916764
"2014009-012",2,22,8.7272072688506,0.866607468544004,Inf,7.11133078112405,10.5083696352834
"2014009-034",2,22,6.33498995160003,0.738342295552824,Inf,4.970508583407,7.86475719849932
"2014009-041",2,22,4.62630551024464,0.630960158436127,Inf,3.47228926338327,5.94560763581226
"2014009-046",2,22,6.22124863598486,0.736548903693145,Inf,4.86138487498499,7.74860352316704
"2014010-010",2,22,4.5303270769322,0.624380830835513,Inf,3.38920607521052,5.83673395736012
"W1406-001",2,22,3.56467311290454,0.553853159465449,Inf,2.56178380698167,4.73284829753367
"W1411-017",2,22,4.3221358217355,0.609865389590515,Inf,3.20946456207373,5.60009296010352
"W1425-006",2,22,6.32289870384966,0.737637342300637,Inf,4.95979901864169,7.85128426776388
"2014001-005",1,23,6.37595574870346,0.740725727883649,Inf,5.00680293898229,7.91039443713062
"2014005-019",1,23,3.41766985299918,0.545937455253499,Inf,2.43140346235455,4.57143896257117
"2014005-024",1,23,5.42412776394107,0.687745507970142,Inf,4.15991690048159,6.85582975278295
"2014006-046",1,23,4.12592698012421,0.59249834820876,Inf,3.04636414008125,5.36891498685853
"2014007-001",1,23,4.28983799949936,0.60758246041997,Inf,3.18164119879111,5.56332067891386
"2014008-016",1,23,5.69184642868794,0.704513632760756,Inf,4.394770647369,7.15641334102612
"2014009-010",1,23,3.79148148984151,0.571201385689813,Inf,2.75459028532323,4.99365857306604
"2014009-012",1,23,7.63978742007125,0.810821805058651,Inf,6.13324882362966,9.31161189521908
"2014009-034",1,23,6.39350027218321,0.737535227376507,Inf,5.0296654994156,7.92075046539063
"2014009-041",1,23,5.46796712300896,0.682086300733918,Inf,4.21281512431919,6.88654429189246
"2014009-046",1,23,4.67771413158724,0.63869665247153,Inf,3.50964304127475,6.01328791305574
"2014010-010",1,23,5.09787897413405,0.662337802376566,Inf,3.88236367522969,6.47868015174465
"W1406-001",1,23,4.39857366373171,0.615234551039515,Inf,3.27537904100272,5.68705416516695
"W1411-017",1,23,6.00148941827186,0.718644828460249,Inf,4.67561437616694,7.49265033908304
"W1425-006",1,23,6.64396320037876,0.761187063124718,Inf,5.23581531214929,8.21961377059382
"2014001-005",2,23,6.63458247104961,0.755599358897944,Inf,5.23627788022113,8.19817294058417
"2014005-019",2,23,3.60770868386244,0.560891050758758,Inf,2.59212797729144,4.79078049476743
"2014005-024",2,23,5.66286986933899,0.702742296449161,Inf,4.36927162397205,7.1239708068787
"2014006-046",2,23,4.33447677635881,0.607269921257199,Inf,3.22595731418113,5.6064116632983
"2014007-001",2,23,4.50243942002986,0.622456091434056,Inf,3.36509083821467,5.80507388055131
"2014008-016",2,23,5.93634669238315,0.719510972981877,Inf,4.60988244136123,7.43031362841293
"2014009-010",2,23,3.99150660834245,0.586075016703899,Inf,2.92546362271723,5.22283547267393
"2014009-012",2,23,7.92264513185822,0.825695436072739,Inf,6.38695475430968,9.62362138811301
"2014009-034",2,23,6.65247904319288,0.752346906705387,Inf,5.25961878816123,8.20876447020658
"2014009-041",2,23,5.70766170998849,0.696855190122034,Inf,4.42355834585984,7.15518049601783
"2014009-046",2,23,4.89960532194512,0.65364712754952,Inf,3.70222605644116,6.2644757136314
"2014010-010",2,23,5.32940835991256,0.677211433390652,Inf,4.08474127990127,6.73936131863011
"W1406-001",2,23,4.61382027832266,0.630108182053602,Inf,3.46147387448672,5.93145256086486
"W1411-017",2,23,6.25248315939631,0.733518459474335,Inf,4.89745633618444,7.77279586131444
"W1425-006",2,23,6.90791606733465,0.776133347097635,Inf,5.47046822652123,8.51285504154501
"2014001-005",1,24,7.2677389142866,0.790832376578787,Inf,5.80037887773695,8.90038482954223
"2014005-019",1,24,3.58118659202389,0.555134549709945,Inf,2.57578580737166,4.75187325538237
"2014005-024",1,24,5.80635433338784,0.71156499438259,Inf,4.49545813442972,7.28474165772837
"2014006-046",1,24,3.60134420351526,0.556694714721828,Inf,2.5928855516298,4.77508873410697
"2014007-001",1,24,4.68737957478757,0.635111305961676,Inf,3.52522722828161,6.01481779999978
"2014008-016",1,24,5.77669733357238,0.70505758496908,Inf,4.47745279935932,7.24122774649169
"2014009-010",1,24,4.43753935640511,0.617953634949366,Inf,3.30901542714187,5.73134916437461
"2014009-012",1,24,8.96523171872509,0.878345825920845,Inf,7.32634847330227,10.7694008428542
"2014009-034",1,24,7.08469976994069,0.780810253285104,Inf,5.63698273409541,8.69770268449221
"2014009-041",1,24,5.20927537923234,0.669535240032016,Inf,3.97965336174233,6.6041832754286
"2014009-046",1,24,5.88665793552014,0.707718895739004,Inf,4.58126697802215,7.35547407167596
"2014010-010",1,24,3.30702003724275,0.533461639609432,Inf,2.3440973758277,4.43522857736405
"W1406-001",1,24,3.11325131489575,0.51759714528031,Inf,2.18142249099872,4.21036601749903
"W1411-017",1,24,5.13129733222167,0.664505182769158,Inf,3.91153404580704,6.51634649734255
"W1425-006",1,24,9.13011747916002,0.886386157502249,Inf,7.47547547341389,10.9500453636124
"2014001-005",2,24,7.54368662982366,0.805706007593096,Inf,6.04717481216668,9.20548432618673
"2014005-019",2,24,3.7756576859821,0.570008180724032,Inf,2.74110512022293,4.97549613044753
"2014005-024",2,24,6.05327603382126,0.72656260532384,Inf,4.71299084095933,7.56106391885596
"2014006-046",2,24,3.79635461926512,0.571568345735915,Inf,2.75874418627271,4.99925093096378
"2014007-001",2,24,4.90949723634794,0.649984936975763,Inf,3.71819310873503,6.26608724266709
"2014008-016",2,24,6.02299420196391,0.719931215983167,Inf,4.6945978866439,7.51667639599017
"2014009-010",2,24,4.65372591080674,0.632827265963452,Inf,3.49605020043655,5.97668749988318
"2014009-012",2,24,9.27143130501445,0.893219456934933,Inf,7.60339627848468,11.1047522102505
"2014009-034",2,24,7.35718301252137,0.795683884299189,Inf,5.88031419556915,8.99933770817984
"2014009-041",2,24,5.4432927934835,0.684408871046103,Inf,4.18451899488654,6.8673524707867
"2014009-046",2,24,6.13526355652785,0.722486987013781,Inf,4.80092279017516,7.63301973786689
"2014010-010",2,24,3.49399918476164,0.548335270623518,Inf,2.50192474223964,4.65135950598988
"W1406-001",2,24,3.29474638384607,0.532470776294398,Inf,2.33376577884209,4.4210128675563
"W1411-017",2,24,5.36357594354211,0.679378813783244,Inf,4.11466087602053,6.77777688976994
"W1425-006",2,24,9.43909646762855,0.901259788516335,Inf,7.75530268077547,11.2881761331879
"2014001-005",1,25,8.28750100752623,0.844494021532922,Inf,6.7149660795153,10.0253218142431
"2014005-019",1,25,3.45597474155284,0.545343400856321,Inf,2.46976425602098,4.60747110579094
"2014005-024",1,25,6.01516137102732,0.719462932775528,Inf,4.68768287392885,7.50792574683205
"2014006-046",1,25,3.53995418049939,0.551929494207319,Inf,2.54083518920076,4.70435905050426
"2014007-001",1,25,3.76756109192803,0.569396684386408,Inf,2.73420703696727,4.96620102559503
"2014008-016",1,25,5.32852505167357,0.677155309784943,Inf,4.08396797190814,6.73836801014524
"2014009-010",1,25,3.94151058342914,0.579088279258522,Inf,2.88822612309294,5.15821046552489
"2014009-012",1,25,7.58151056101473,0.80772338088162,Inf,6.08104476436895,9.24726223636676
"2014009-034",1,25,5.84690942670326,0.705325467365116,Inf,4.54620949927979,7.3110345261088
"2014009-041",1,25,5.48196221366748,0.691402327836473,Inf,4.21058411938233,6.92083144215561
"2014009-046",1,25,6.35005436896864,0.739219652271318,Inf,4.98385341320577,7.88154120343777
"2014010-010",1,25,4.51594645264592,0.623389056641141,Inf,3.37676929262601,5.82040949137208
"W1406-001",1,25,4.29205454234871,0.60773940791312,Inf,3.18355013020642,5.56584483319725
"W1411-017",1,25,4.68164614546563,0.634722764783852,Inf,3.52025532567471,6.00832284396279
"W1425-006",1,25,7.32909091407781,0.794163342537445,Inf,5.8552023042156,8.96826540264628
"2014001-005",2,25,8.58199861636228,0.859367652547248,Inf,6.98031190724398,10.3489712041867
"2014005-019",2,25,3.64706120638416,0.560217031870408,Inf,2.63169893974535,4.82770935172921
"2014005-024",2,25,6.26643791652292,0.734336563789615,Inf,4.9098076383175,7.78835407343459
"2014006-046",2,25,3.73331734275626,0.566803125221405,Inf,2.70504657035068,4.92687399386808
"2014007-001",2,25,3.96696235671291,0.584270315400496,Inf,2.90445652064521,5.19475407148686
"2014008-016",2,25,5.56517659093092,0.692028940799029,Inf,4.29146773005855,7.00417133050955
"2014009-010",2,25,4.14540444027954,0.593895225855578,Inf,3.06310377219559,5.39113027873002
"2014009-012",2,25,7.86329720168699,0.822597011895708,Inf,6.33367962393426,9.55820065814597
"2014009-034",2,25,6.09468298962226,0.720093656558349,Inf,4.76503306749204,7.58774833219228
"2014009-041",2,25,5.72196006220747,0.706399200734241,Inf,4.42119441054101,7.190228394835
"2014009-046",2,25,6.60816046728353,0.754093283285404,Inf,5.2128077304137,8.16879908285961
"2014010-010",2,25,4.73401193738044,0.638262687655227,Inf,3.56568299625359,6.06762675721355
"W1406-001",2,25,4.50471021688603,0.622613038927207,Inf,3.3670540236368,5.80765228884152
"W1411-017",2,25,4.90362949512785,0.649596395797938,Inf,3.71308689423,6.25945797473196
"W1425-006",2,25,7.60619008636125,0.809036973551531,Inf,6.10314969539209,9.27451635603666
"2014001-005",1,26,7.39047490855603,0.797482121852582,Inf,5.91008161076338,9.03615408505467
"2014005-019",1,26,4.20390043444299,0.601465876412275,Inf,3.10769191809823,5.46539482949399
"2014005-024",1,26,6.01559903444898,0.719489106377696,Inf,4.68806923803291,7.50841470957129
"2014006-046",1,26,2.84128290375662,0.49447236106391,Inf,1.95477782407399,3.89307386214549
"2014007-001",1,26,4.7221693946018,0.637463852928812,Inf,3.55540614076832,6.05421852714154
"2014008-016",1,26,5.21619146001941,0.66997954596275,Inf,3.98569861890705,6.61197017983802
"2014009-010",1,26,4.84213369641708,0.645510291335579,Inf,3.65959971310251,6.1899535584379
"2014009-012",1,26,9.53351761158439,0.911778617632352,Inf,7.8302099255084,11.4043164303747
"2014009-034",1,26,6.2684555551579,0.734454773416788,Inf,4.9115935903406,7.79060339868146
"2014009-041",1,26,5.12044383193648,0.663802044313119,Inf,3.90205867157183,6.50411487100738
"2014009-046",1,26,4.57048892266763,0.631312136673807,Inf,3.41688543487509,5.89158353664247
"2014010-010",1,26,5.2799834811267,0.674063892863797,Inf,4.04148546718792,6.68376737377173
"W1406-001",1,26,2.7940686611166,0.490346770592698,Inf,1.91564959017251,3.83777361076694
"W1411-017",1,26,6.35767120396621,0.739662863176684,Inf,4.99060157079126,7.89002671584742
"W1425-006",1,26,7.99976593554041,0.829704455758806,Inf,6.45621802379386,9.7085997259932
"2014001-005",2,26,7.66872132487649,0.812355752866893,Inf,6.1591762459765,9.34355228248256
"2014005-019",2,26,4.41438745872653,0.616339507426363,Inf,3.28902716127482,5.70503363488448
"2014005-024",2,26,6.26688462770164,0.734362737391782,Inf,4.91020305017862,7.7888520839309
"2014006-046",2,26,3.01478413874708,0.509345992077997,Inf,2.09912727795751,4.09572687824291
"2014007-001",2,26,4.94510029055441,0.652337483942899,Inf,3.74918525561398,6.30630120420109
"2014008-016",2,26,5.45036246306969,0.684853176976837,Inf,4.19071784085038,6.87529296399525
"2014009-010",2,26,5.06784610557171,0.660383922349665,Inf,3.8561603411502,6.44481774869948
"2014009-012",2,26,9.84919252387045,0.926783096003744,Inf,8.11648237564923,11.749405354945
"2014009-034",2,26,6.52491451808569,0.749328404430874,Inf,5.13890077216144,8.07621414271619
"2014009-041",2,26,5.35247938057508,0.678675675327206,Inf,4.10494243910349,6.76530220075293
"2014009-046",2,26,4.78985184717015,0.646306973097768,Inf,3.60686480251944,6.14034158297688
"2014010-010",2,26,5.51556637155529,0.688937523877883,Inf,4.24791657650956,6.94850204530727
"W1406-001",2,26,2.96614375154699,0.505220401606785,Inf,2.05857289949595,4.03900048230428
"W1411-017",2,26,6.61593051254908,0.75453649419077,Inf,5.21970909826718,8.17743780553723
"W1425-006",2,26,8.28915104983226,0.844578086772892,Inf,6.71645135697877,10.027136621392
"2014001-005",1,27,9.07013913754794,0.883469898638138,Inf,7.42121289414493,10.8843512596569
"2014005-019",1,27,3.42970537965436,0.546878924767964,Inf,2.44158793537216,4.58531392827056
"2014005-024",1,27,4.84588074440132,0.645760004626684,Inf,3.66285733202973,6.19419003547916
"2014006-046",1,27,3.01301855220085,0.509196822834946,Inf,2.09765405775526,4.09366892535269
"2014007-001",1,27,4.94222383413758,0.652147731139227,Inf,3.74668070785831,6.3030528391231
"2014008-016",1,27,5.69254231517291,0.699903098394257,Inf,4.40340038900529,7.14697012004677
"2014009-010",1,27,4.89361172824418,0.648932516903732,Inf,3.70437030606906,6.24813902912555
"2014009-012",1,27,7.54787609373018,0.805929705095969,Inf,6.05092583702421,9.21011222914239
"2014009-034",1,27,5.34340627246631,0.678100212157521,Inf,4.09699721808172,6.75510120555715
"2014009-041",1,27,4.31424033315005,0.605868742226117,Inf,3.20847200412515,5.58343383236869
"2014009-046",1,27,4.78064975564221,0.645685843746597,Inf,3.59888010214953,6.12992210029091
"2014010-010",1,27,4.72524824541875,0.637671632037531,Inf,3.55807775201544,6.05770461752832
"W1406-001",1,27,3.97247650862283,0.581375948458935,Inf,2.91471317793687,5.19366501885153
"W1411-017",1,27,5.77560644994955,0.709702919851135,Inf,4.46836563071709,7.25034995597937
"W1425-006",1,27,6.77778518495557,0.774030027873202,Inf,5.34560566852823,8.37974762369625
"2014001-005",2,27,9.3781100262686,0.898343529652474,Inf,7.7000320017582,11.2214739294851
"2014005-019",2,27,3.62007401034331,0.561870928506359,Inf,2.60257858597445,4.80507215363953
"2014005-024",2,27,5.07167947507869,0.660633635640771,Inf,3.85950428160015,6.44914054726349
"2014006-046",2,27,3.19160977641865,0.524070453849033,Inf,2.24709350086611,4.30141193067744
"2014007-001",2,27,5.17023069028953,0.667021362153314,Inf,3.94553578290331,6.560211476382
"2014008-016",2,27,5.9370573675941,0.714776729408344,Inf,4.61876366031954,7.42063695357491
"2014009-010",2,27,5.12050714099828,0.663806147917818,Inf,3.90211393771621,6.5041862229866
"2014009-012",2,27,7.82904269201526,0.820803336110057,Inf,6.30294065420235,9.52043060853443
