"genotype","image","rep","emmean","SE","df","asymp.LCL","asymp.UCL"
"2014007-001","26","1",0.032242499241771,0.00572966344122644,Inf,0.0210125652534314,0.0434724332301107
"2014008-016","26","1",0.0237908398408316,0.00572966344122645,Inf,0.0125609058524919,0.0350207738291713
"2014009-010","26","1",0.0240786992369828,0.00572966344122645,Inf,0.0128487652486431,0.0353086332253225
"2014009-012","26","1",0.0222225150666137,0.00572966344122644,Inf,0.010992581078274,0.0334524490549533
"2014009-034","26","1",0.024894417786953,0.00572966344122644,Inf,0.0136644837986133,0.0361243517752926
"2014009-041","26","1",0.019850134167871,0.00806033247440036,Inf,0.00405217281462772,0.0356480955211144
"2014009-046","26","1",0.0281508782409536,0.00572966344122643,Inf,0.016920944252614,0.0393808122292933
"2014010-010","26","1",0.0166724325336518,0.00572966344122644,Inf,0.00544249854531214,0.0279023665219914
"W1406-001","26","1",0.0397073051123464,0.00572966344122644,Inf,0.0284773711240068,0.0509372391006861
"W1411-017","26","1",0.0201330892099911,0.00572966344122644,Inf,0.00890315522165144,0.0313630231983307
"W1425-006","26","1",0.0318283685517563,0.00572966344122643,Inf,0.0205984345634167,0.0430583025400959
"2014001-005","27","1",0.0339603696222698,0.00572966344122645,Inf,0.0227304356339301,0.0451903036106095
"2014005-019","27","1",0.0410947870695179,0.00572966344122645,Inf,0.0298648530811783,0.0523247210578576
"2014005-024","27","1",0.0293545499788666,0.00572966344122645,Inf,0.0181246159905269,0.0405844839672062
"2014006-046","27","1",0.0355347642843331,0.00572966344122645,Inf,0.0243048302959934,0.0467646982726727
"2014007-001","27","1",0.0319893591509888,0.00572966344122644,Inf,0.0207594251626492,0.0432192931393285
"2014008-016","27","1",0.033145984955684,0.00572966344122644,Inf,0.0219160509673443,0.0443759189440236
"2014009-010","27","1",0.0215310423737941,0.00572966344122644,Inf,0.0103011083854545,0.0327609763621338
"2014009-012","27","1",0.0258786561322944,0.00572966344122644,Inf,0.0146487221439548,0.0371085901206341
"2014009-034","27","1",0.0248430370277791,0.00572966344122643,Inf,0.0136131030394394,0.0360729710161187
"2014009-041","27","1",0.0196894635065278,0.00806033247440035,Inf,0.00389150215328447,0.0354874248597711
"2014009-046","27","1",0.0247014260537494,0.00572966344122643,Inf,0.0134714920654098,0.035931360042089
"2014010-010","27","1",0.0195673137340805,0.00572966344122643,Inf,0.0083373797457409,0.0307972477224202
"W1406-001","27","1",0.033055491322681,0.00572966344122644,Inf,0.0218255573343414,0.0442854253110207
"W1411-017","27","1",0.0211264757570945,0.00572966344122644,Inf,0.00989654176875484,0.0323564097454341
"W1425-006","27","1",0.0421903792890187,0.00572966344122643,Inf,0.0309604453006791,0.0534203132773584
"2014001-005","28","1",0.0350605786905094,0.00572966344122646,Inf,0.0238306447021697,0.0462905126788491
"2014005-019","28","1",0.0329475684602631,0.00572966344122646,Inf,0.0217176344719234,0.0441775024486028
"2014005-024","28","1",0.0315400445431568,0.00572966344122646,Inf,0.0203101105548171,0.0427699785314965
"2014006-046","28","1",0.035761672433612,0.00572966344122646,Inf,0.0245317384452723,0.0469916064219517
"2014007-001","28","1",0.0297311159729814,0.00572966344122645,Inf,0.0185011819846418,0.0409610499613211
"2014008-016","28","1",0.0297672922487984,0.00572966344122645,Inf,0.0185373582604587,0.0409972262371381
"2014009-010","28","1",0.020178679092265,0.00572966344122645,Inf,0.00894874510392529,0.0314086130806046
"2014009-012","28","1",0.0217142419764835,0.00572966344122645,Inf,0.0104843079881438,0.0329441759648231
"2014009-034","28","1",0.0233124536349295,0.00572966344122644,Inf,0.0120825196465899,0.0345423876232692
"2014009-041","28","1",0.0269478621820136,0.00806033247440036,Inf,0.0111499008287703,0.0427458235352569
"2014009-046","28","1",0.0192699044698269,0.00572966344122644,Inf,0.00803997048148724,0.0304998384581665
"2014010-010","28","1",0.0254595989542257,0.00572966344122644,Inf,0.014229664965886,0.0366895329425653
"W1406-001","28","1",0.0449675956763421,0.00572966344122645,Inf,0.0337376616880024,0.0561975296646817
"W1411-017","28","1",0.0275498787450951,0.00572966344122644,Inf,0.0163199447567554,0.0387798127334348
"W1425-006","28","1",0.0303718004253074,0.00572966344122644,Inf,0.0191418664369677,0.041601734413647
"2014001-005","29","1",0.0372316201053451,0.00572966344122646,Inf,0.0260016861170054,0.0484615540936848
"2014005-019","29","1",0.0282123819304833,0.00572966344122646,Inf,0.0169824479421437,0.039442315918823
"2014005-024","29","1",0.0206548245327375,0.00572966344122647,Inf,0.00942489054439776,0.0318847585210772
"2014006-046","29","1",0.0329444088650707,0.00572966344122646,Inf,0.021714474876731,0.0441743428534103
"2014007-001","29","1",0.0355346090936664,0.00572966344122645,Inf,0.0243046751053267,0.046764543082006
"2014008-016","29","1",0.0265196651774482,0.00572966344122645,Inf,0.0152897311891085,0.0377495991657879
"2014009-010","29","1",0.0192220277393802,0.00572966344122645,Inf,0.00799209375104055,0.0304519617277199
"2014009-012","29","1",0.0266980259331271,0.00572966344122645,Inf,0.0154680919447875,0.0379279599214668
"2014009-034","29","1",0.0172610852568391,0.00572966344122645,Inf,0.00603115126849946,0.0284910192451788
"2014009-041","29","1",0.0297646645658935,0.00806033247440036,Inf,0.0139667032126502,0.0455626259191368
"2014009-046","29","1",0.0269910850695949,0.00572966344122643,Inf,0.0157611510812553,0.0382210190579346
"2014010-010","29","1",0.02720564309729,0.00572966344122644,Inf,0.0159757091089504,0.0384355770856297
"W1406-001","29","1",0.0206856670826993,0.00572966344122644,Inf,0.00945573309435968,0.031915601071039
"W1411-017","29","1",0.0171914791422444,0.00572966344122644,Inf,0.00596154515390474,0.028421413130584
"W1425-006","29","1",0.0322256425389152,0.00572966344122643,Inf,0.0209957085505756,0.0434555765272548
"2014001-005","3","1",0.0301204042505246,0.00572966344122646,Inf,0.0188904702621849,0.0413503382388643
"2014005-019","3","1",0.0299107296025546,0.00572966344122645,Inf,0.0186807956142149,0.0411406635908943
"2014005-024","3","1",0.0244647650679966,0.00572966344122646,Inf,0.013234831079657,0.0356946990563363
"2014006-046","3","1",0.0337546491421076,0.00572966344122646,Inf,0.022524715153768,0.0449845831304473
"2014007-001","3","1",0.0314888206313047,0.00572966344122645,Inf,0.020258886642965,0.0427187546196444
"2014008-016","3","1",0.0232161543193517,0.00572966344122645,Inf,0.011986220331012,0.0344460883076914
"2014009-010","3","1",0.0216938266811713,0.00572966344122645,Inf,0.0104638926928316,0.0329237606695109
"2014009-012","3","1",0.0257325300046481,0.00572966344122645,Inf,0.0145025960163084,0.0369624639929877
"2014009-034","3","1",0.0325465246120167,0.00572966344122645,Inf,0.0213165906236771,0.0437764586003564
"2014009-041","3","1",0.028689963481947,0.00806033247440037,Inf,0.0128920021287036,0.0444879248351903
"2014009-046","3","1",0.02138010878226,0.00572966344122644,Inf,0.0101501747939204,0.0326100427705996
"2014010-010","3","1",0.0285775412599851,0.00572966344122644,Inf,0.0173476072716455,0.0398074752483248
"W1406-001","3","1",0.0280381925629331,0.00572966344122645,Inf,0.0168082585745934,0.0392681265512727
"W1411-017","3","1",0.0362026844290906,0.00572966344122644,Inf,0.0249727504407509,0.0474326184174302
"W1425-006","3","1",0.0313216513532928,0.00572966344122644,Inf,0.0200917173649532,0.0425515853416325
"2014001-005","30","1",0.0377017994721165,0.00572966344122645,Inf,0.0264718654837769,0.0489317334604562
"2014005-019","30","1",0.0272945860495043,0.00572966344122646,Inf,0.0160646520611646,0.038524520037844
"2014005-024","30","1",0.023212040282747,0.00572966344122646,Inf,0.0119821062944073,0.0344419742710867
"2014006-046","30","1",0.0360638012752727,0.00572966344122645,Inf,0.0248338672869331,0.0472937352636124
"2014007-001","30","1",0.0371804971854227,0.00572966344122645,Inf,0.0259505631970831,0.0484104311737624
"2014008-016","30","1",0.0303444941433909,0.00572966344122645,Inf,0.0191145601550512,0.0415744281317306
"2014009-010","30","1",0.0219115568179237,0.00572966344122645,Inf,0.0106816228295841,0.0331414908062634
"2014009-012","30","1",0.0310267659049823,0.00572966344122645,Inf,0.0197968319166426,0.042256699893322
"2014009-034","30","1",0.0250388975689908,0.00572966344122645,Inf,0.0138089635806512,0.0362688315573305
"2014009-041","30","1",0.0288763563264421,0.00806033247440036,Inf,0.0130783949731987,0.0446743176796854
"2014009-046","30","1",0.0326058848698826,0.00572966344122643,Inf,0.0213759508815429,0.0438358188582222
"2014010-010","30","1",0.0163917214121238,0.00572966344122644,Inf,0.00516178742378415,0.0276216554004635
"W1406-001","30","1",0.0227706101291939,0.00572966344122645,Inf,0.0115406761408543,0.0340005441175336
"W1411-017","30","1",0.0270164607474485,0.00572966344122643,Inf,0.0157865267591088,0.0382463947357881
"W1425-006","30","1",0.0380857755766964,0.00572966344122643,Inf,0.0268558415883567,0.049315709565036
"2014001-005","31","1",0.0403509607817572,0.00572966344122644,Inf,0.0291210267934175,0.0515808947700968
"2014005-019","31","1",0.0262651391615784,0.00572966344122645,Inf,0.0150352051732388,0.0374950731499181
"2014005-024","31","1",0.0291556049860358,0.00572966344122645,Inf,0.0179256709976961,0.0403855389743755
"2014006-046","31","1",0.0235935226545616,0.00572966344122646,Inf,0.0123635886662219,0.0348234566429013
"2014007-001","31","1",0.026201672769444,0.00572966344122645,Inf,0.0149717387811043,0.0374316067577837
"2014008-016","31","1",0.0268840894013573,0.00572966344122644,Inf,0.0156541554130176,0.0381140233896969
"2014009-010","31","1",0.0224179901054763,0.00572966344122645,Inf,0.0111880561171366,0.033647924093816
"2014009-012","31","1",0.0244689199456595,0.00572966344122645,Inf,0.0132389859573198,0.0356988539339991
"2014009-034","31","1",0.0211709912871858,0.00572966344122644,Inf,0.00994105729884615,0.0324009252755254
"2014009-041","31","1",0.0210364924999327,0.00806033247440036,Inf,0.00523853114668934,0.036834453853176
"2014009-046","31","1",0.0410313552027572,0.00572966344122643,Inf,0.0298014212144176,0.0522612891910969
"2014010-010","31","1",0.0262472379016845,0.00572966344122644,Inf,0.0150173039133448,0.0374771718900241
"W1406-001","31","1",0.0282735509891412,0.00572966344122645,Inf,0.0170436170008015,0.0395034849774809
"W1411-017","31","1",0.0298500507822258,0.00572966344122644,Inf,0.0186201167938861,0.0410799847705654
"W1425-006","31","1",0.0350889980130892,0.00572966344122643,Inf,0.0238590640247496,0.0463189320014289
"2014001-005","32","1",0.0384545878575351,0.00572966344122645,Inf,0.0272246538691954,0.0496845218458747
"2014005-019","32","1",0.0398596152259675,0.00572966344122646,Inf,0.0286296812376278,0.0510895492143072
"2014005-024","32","1",0.0260076355925862,0.00572966344122645,Inf,0.0147777016042465,0.0372375695809258
"2014006-046","32","1",0.0250812108088153,0.00572966344122646,Inf,0.0138512768204756,0.036311144797155
"2014007-001","32","1",0.0383108329580786,0.00572966344122645,Inf,0.027080898969739,0.0495407669464183
"2014008-016","32","1",0.027271431051384,0.00572966344122645,Inf,0.0160414970630443,0.0385013650397237
"2014009-010","32","1",0.0233624427588454,0.00572966344122645,Inf,0.0121325087705057,0.034592376747185
"2014009-012","32","1",0.0322022441373714,0.00572966344122645,Inf,0.0209723101490318,0.0434321781257111
"2014009-034","32","1",0.0266084101473673,0.00572966344122645,Inf,0.0153784761590276,0.037838344135707
"2014009-041","32","1",0.022536075683362,0.00806033247440036,Inf,0.00673811433011871,0.0383340370366053
"2014009-046","32","1",0.0208122026700754,0.00572966344122643,Inf,0.00958226868173581,0.0320421366584151
"2014010-010","32","1",0.029014785162498,0.00572966344122644,Inf,0.0177848511741583,0.0402447191508376
"W1406-001","32","1",0.021147492490025,0.00572966344122645,Inf,0.00991755850168536,0.0323774264783647
"W1411-017","32","1",0.0252137456252019,0.00572966344122643,Inf,0.0139838116368623,0.0364436796135416
"W1425-006","32","1",0.0348017135194267,0.00572966344122644,Inf,0.023571779531087,0.0460316475077663
"2014001-005","33","1",0.0384378882916295,0.00572966344122644,Inf,0.0272079543032899,0.0496678222799692
"2014005-019","33","1",0.0306135342033684,0.00572966344122644,Inf,0.0193836002150287,0.041843468191708
"2014005-024","33","1",0.023452750396418,0.00572966344122645,Inf,0.0122228164080783,0.0346826843847576
"2014006-046","33","1",0.0209598703298786,0.00572966344122646,Inf,0.00972993634153888,0.0321898043182182
"2014007-001","33","1",0.0305184238235614,0.00572966344122644,Inf,0.0192884898352217,0.041748357811901
"2014008-016","33","1",0.0345400287054436,0.00572966344122645,Inf,0.0233100947171039,0.0457699626937832
"2014009-010","33","1",0.0195846171377979,0.00572966344122645,Inf,0.00835468314945826,0.0308145511261376
"2014009-012","33","1",0.0258651309033986,0.00572966344122644,Inf,0.014635196915059,0.0370950648917383
"2014009-034","33","1",0.0186610111200616,0.00572966344122644,Inf,0.00743107713172193,0.0298909451084012
"2014009-041","33","1",0.018495035521839,0.00806033247440035,Inf,0.00269707416859566,0.0342929968750823
"2014009-046","33","1",0.0188926407302773,0.00572966344122643,Inf,0.00766270674193769,0.0301225747186169
"2014010-010","33","1",0.0273794698858944,0.00572966344122643,Inf,0.0161495358975547,0.038609403874234
"W1406-001","33","1",0.0307354824457525,0.00572966344122644,Inf,0.0195055484574129,0.0419654164340922
"W1411-017","33","1",0.0410272579121073,0.00572966344122643,Inf,0.0297973239237676,0.0522571919004469
"W1425-006","33","1",0.0230946561704907,0.00572966344122643,Inf,0.011864722182151,0.0343245901588303
"2014001-005","34","1",0.0396449640471517,0.00572966344122643,Inf,0.0284150300588121,0.0508748980354913
"2014005-019","34","1",0.041303354406263,0.00572966344122644,Inf,0.0300734204179234,0.0525332883946027
"2014005-024","34","1",0.026128434229975,0.00572966344122645,Inf,0.0148985002416353,0.0373583682183146
"2014006-046","34","1",0.0242562229154358,0.00572966344122645,Inf,0.0130262889270962,0.0354861569037755
"2014007-001","34","1",0.0365181724037921,0.00572966344122644,Inf,0.0252882384154525,0.0477481063921318
"2014008-016","34","1",0.0264183377157124,0.00572966344122645,Inf,0.0151884037273727,0.0376482717040521
"2014009-010","34","1",0.0263442708796833,0.00572966344122644,Inf,0.0151143368913436,0.0375742048680229
"2014009-012","34","1",0.0440130727798386,0.00572966344122644,Inf,0.0327831387914989,0.0552430067681782
"2014009-034","34","1",0.0221143731405692,0.00572966344122643,Inf,0.0108844391522296,0.0333443071289088
"2014009-041","34","1",0.0227876280996972,0.00806033247440035,Inf,0.00698966674645385,0.0385855894529405
"2014009-046","34","1",0.0260604312689998,0.00572966344122642,Inf,0.0148304972806602,0.0372903652573394
"2014010-010","34","1",0.0180572593965165,0.00572966344122643,Inf,0.00682732540817686,0.0292871933848561
"W1406-001","34","1",0.0201810032794143,0.00572966344122643,Inf,0.00895106929107467,0.0314109372677539
"W1411-017","34","1",0.0261628384226027,0.00572966344122642,Inf,0.0149329044342631,0.0373927724109424
"W1425-006","34","1",0.034168226450612,0.00572966344122643,Inf,0.0229382924622724,0.0453981604389516
"2014001-005","35","1",0.0437980309186666,0.00572966344122644,Inf,0.032568096930327,0.0550279649070062
"2014005-019","35","1",0.0318528568797566,0.00572966344122645,Inf,0.020622922891417,0.0430827908680963
"2014005-024","35","1",0.035212129465368,0.00572966344122645,Inf,0.0239821954770284,0.0464420634537077
"2014006-046","35","1",0.0296769956213058,0.00572966344122645,Inf,0.0184470616329662,0.0409069296096455
"2014007-001","35","1",0.036363130688124,0.00572966344122644,Inf,0.0251331966997843,0.0475930646764636
"2014008-016","35","1",0.0353790766392714,0.00572966344122645,Inf,0.0241491426509318,0.0466090106276111
"2014009-010","35","1",0.0295595510696119,0.00572966344122645,Inf,0.0183296170812722,0.0407894850579515
"2014009-012","35","1",0.0352097404336902,0.00572966344122644,Inf,0.0239798064453505,0.0464396744220298
"2014009-034","35","1",0.0255009284058991,0.00572966344122644,Inf,0.0142709944175594,0.0367308623942387
"2014009-041","35","1",0.0172430263410998,0.00806033247440036,Inf,0.00144506498785649,0.0330409876943431
"2014009-046","35","1",0.0313186237999256,0.00572966344122643,Inf,0.0200886898115859,0.0425485577882652
"2014010-010","35","1",0.0212872931756116,0.00572966344122643,Inf,0.010057359187272,0.0325172271639512
"W1406-001","35","1",0.0404540434443516,0.00572966344122644,Inf,0.029224109456012,0.0516839774326913
"W1411-017","35","1",0.0269786842620376,0.00572966344122643,Inf,0.0157487502736979,0.0382086182503772
"W1425-006","35","1",0.0294462486806565,0.00572966344122643,Inf,0.0182163146923168,0.0406761826689961
"2014001-005","36","1",0.0339921662693734,0.00572966344122643,Inf,0.0227622322810337,0.045222100257713
"2014005-019","36","1",0.0328299330911993,0.00572966344122645,Inf,0.0215999991028596,0.044059867079539
"2014005-024","36","1",0.0271451259198093,0.00572966344122645,Inf,0.0159151919314697,0.038375059908149
"2014006-046","36","1",0.02207668177517,0.00572966344122645,Inf,0.0108467477868304,0.0333066157635097
"2014007-001","36","1",0.0343750946485433,0.00572966344122645,Inf,0.0231451606602037,0.045605028636883
"2014008-016","36","1",0.0311417526823252,0.00572966344122644,Inf,0.0199118186939855,0.0423716866706648
"2014009-010","36","1",0.0232038746052953,0.00572966344122645,Inf,0.0119739406169556,0.034433808593635
"2014009-012","36","1",0.0245193533223322,0.00572966344122644,Inf,0.0132894193339925,0.0357492873106718
"2014009-034","36","1",0.0188785005187532,0.00572966344122644,Inf,0.00764856653041361,0.0301084345070929
"2014009-041","36","1",0.0319938860956183,0.00806033247440035,Inf,0.016195924742375,0.0477918474488616
"2014009-046","36","1",0.0193392355202877,0.00572966344122643,Inf,0.00810930153194805,0.0305691695086273
"2014010-010","36","1",0.0263097801184655,0.00572966344122643,Inf,0.0150798461301259,0.0375397141068052
"W1406-001","36","1",0.0316334682409547,0.00572966344122644,Inf,0.0204035342526151,0.0428634022292943
"W1411-017","36","1",0.0296995629808566,0.00572966344122643,Inf,0.0184696289925169,0.0409294969691962
"W1425-006","36","1",0.018129654133688,0.00572966344122643,Inf,0.00689972014534835,0.0293595881220276
"2014001-005","37","1",0.036592093448916,0.00572966344122644,Inf,0.0253621594605764,0.0478220274372557
"2014005-019","37","1",0.0266365009140558,0.00572966344122645,Inf,0.0154065669257161,0.0378664349023955
"2014005-024","37","1",0.0232789320127964,0.00572966344122645,Inf,0.0120489980244567,0.034508866001136
"2014006-046","37","1",0.0339278945268736,0.00572966344122645,Inf,0.0226979605385339,0.0451578285152133
"2014007-001","37","1",0.0367729289633905,0.00572966344122644,Inf,0.0255429949750508,0.0480028629517301
"2014008-016","37","1",0.0237544359337365,0.00572966344122645,Inf,0.0125245019453968,0.0349843699220762
"2014009-010","37","1",0.0206107329763441,0.00572966344122645,Inf,0.00938079898800446,0.0318406669646838
"2014009-012","37","1",0.0294104389561664,0.00572966344122644,Inf,0.0181805049678268,0.0406403729445061
"2014009-034","37","1",0.0200847987509089,0.00572966344122644,Inf,0.00885486476256925,0.0313147327392485
"2014009-041","37","1",0.0226468977347775,0.00806033247440036,Inf,0.00684893638153415,0.0384448590880208
"2014009-046","37","1",0.0189055583200622,0.00572966344122643,Inf,0.0076756243317226,0.0301354923084019
"2014010-010","37","1",0.0297789767228827,0.00572966344122644,Inf,0.0185490427345431,0.0410089107112223
"W1406-001","37","1",0.0327421964262954,0.00572966344122643,Inf,0.0215122624379557,0.043972130414635
"W1411-017","37","1",0.0219913123797154,0.00572966344122643,Inf,0.0107613783913758,0.033221246368055
"W1425-006","37","1",0.0249689697099703,0.00572966344122643,Inf,0.0137390357216307,0.03619890369831
"2014001-005","38","1",0.0378114381103523,0.00572966344122644,Inf,0.0265815041220127,0.0490413720986919
"2014005-019","38","1",0.0355425639668418,0.00572966344122645,Inf,0.0243126299785021,0.0467724979551815
"2014005-024","38","1",0.0293324608609372,0.00572966344122646,Inf,0.0181025268725976,0.0405623948492769
"2014006-046","38","1",0.0241254042604973,0.00572966344122646,Inf,0.0128954702721576,0.035355338248837
"2014007-001","38","1",0.0298142342849467,0.00572966344122645,Inf,0.018584300296607,0.0410441682732863
"2014008-016","38","1",0.0305412784867437,0.00572966344122645,Inf,0.019311344498404,0.0417712124750834
"2014009-010","38","1",0.0213363180449445,0.00572966344122645,Inf,0.0101063840566048,0.0325662520332842
"2014009-012","38","1",0.023343497429377,0.00572966344122644,Inf,0.0121135634410373,0.0345734314177167
"2014009-034","38","1",0.0201077661842978,0.00572966344122644,Inf,0.0088778321959582,0.0313377001726375
"2014009-041","38","1",0.0251413001509195,0.00806033247440036,Inf,0.00934333879767616,0.0409392615041628
"2014009-046","38","1",0.0210174868728847,0.00572966344122643,Inf,0.00978755288454509,0.0322474208612243
"2014010-010","38","1",0.0205644890611678,0.00572966344122644,Inf,0.00933455507282815,0.0317944230495074
"W1406-001","38","1",0.0220506041310277,0.00572966344122644,Inf,0.010820670142688,0.0332805381193673
"W1411-017","38","1",0.0257620361052329,0.00572966344122643,Inf,0.0145321021168933,0.0369919700935726
"W1425-006","38","1",0.0319276757331294,0.00572966344122643,Inf,0.0206977417447898,0.0431576097214691
"2014001-005","39","1",0.0415190888663652,0.00572966344122643,Inf,0.0302891548780256,0.0527490228547048
"2014005-019","39","1",0.0235263112586578,0.00572966344122646,Inf,0.0122963772703181,0.0347562452469975
"2014005-024","39","1",0.0253292243112405,0.00572966344122646,Inf,0.0140992903229008,0.0365591582995801
"2014006-046","39","1",0.0286021854485762,0.00572966344122646,Inf,0.0173722514602365,0.0398321194369158
"2014007-001","39","1",0.0478471915873007,0.00572966344122645,Inf,0.0366172575989611,0.0590771255756404
"2014008-016","39","1",0.0197714883414041,0.00572966344122644,Inf,0.00854155435306449,0.0310014223297438
"2014009-010","39","1",0.0251922752839063,0.00572966344122645,Inf,0.0139623412955666,0.0364222092722459
"2014009-012","39","1",0.0264426829880769,0.00572966344122644,Inf,0.0152127489997373,0.0376726169764166
"2014009-034","39","1",0.0259258128991234,0.00572966344122644,Inf,0.0146958789107837,0.0371557468874631
"2014009-041","39","1",0.0293156022036197,0.00806033247440036,Inf,0.0135176408503764,0.045113563556863
"2014009-046","39","1",0.0295451344795911,0.00572966344122643,Inf,0.0183152004912515,0.0407750684679308
"2014010-010","39","1",0.0233958235586777,0.00572966344122643,Inf,0.012165889570338,0.0346257575470173
"W1406-001","39","1",0.0294795593139595,0.00572966344122644,Inf,0.0182496253256198,0.0407094933022991
"W1411-017","39","1",0.0226494940163905,0.00572966344122643,Inf,0.0114195600280509,0.0338794280047301
"W1425-006","39","1",0.0299467405581729,0.00572966344122643,Inf,0.0187168065698333,0.0411766745465125
"2014001-005","4","1",0.0410739463161898,0.00572966344122643,Inf,0.0298440123278501,0.0523038803045294
"2014005-019","4","1",0.0321536133314889,0.00572966344122645,Inf,0.0209236793431492,0.0433835473198286
"2014005-024","4","1",0.0304118095361128,0.00572966344122646,Inf,0.0191818755477731,0.0416417435244525
"2014006-046","4","1",0.0279363294177339,0.00572966344122645,Inf,0.0167063954293942,0.0391662634060735
"2014007-001","4","1",0.0296696886035257,0.00572966344122645,Inf,0.018439754615186,0.0408996225918653
"2014008-016","4","1",0.0290390278614334,0.00572966344122645,Inf,0.0178090938730937,0.040268961849773
"2014009-010","4","1",0.02634448675162,0.00572966344122644,Inf,0.0151145527632804,0.0375744207399597
"2014009-012","4","1",0.0260471881458672,0.00572966344122644,Inf,0.0148172541575275,0.0372771221342068
"2014009-034","4","1",0.0256205157551313,0.00572966344122644,Inf,0.0143905817667916,0.0368504497434709
"2014009-041","4","1",0.0305890839075624,0.00806033247440036,Inf,0.0147911225543191,0.0463870452608057
"2014009-046","4","1",0.0230522516683301,0.00572966344122642,Inf,0.0118223176799904,0.0342821856566697
"2014010-010","4","1",0.0348892078532612,0.00572966344122643,Inf,0.0236592738649215,0.0461191418416008
"W1406-001","4","1",0.0395808164071769,0.00572966344122644,Inf,0.0283508824188373,0.0508107503955166
"W1411-017","4","1",0.0265609240752002,0.00572966344122643,Inf,0.0153309900868606,0.0377908580635399
"W1425-006","4","1",0.0384006225747794,0.00572966344122642,Inf,0.0271706885864398,0.049630556563119
"2014001-005","40","1",0.031549551611879,0.00572966344122642,Inf,0.0203196176235394,0.0427794856002186
"2014005-019","40","1",0.0360936136249027,0.00572966344122645,Inf,0.0248636796365631,0.0473235476132424
"2014005-024","40","1",0.016655999808234,0.00572966344122646,Inf,0.00542606581989427,0.0278859337965736
"2014006-046","40","1",0.0356501231981714,0.00572966344122646,Inf,0.0244201892098317,0.046880057186511
"2014007-001","40","1",0.0268466764167233,0.00572966344122644,Inf,0.0156167424283836,0.038076610405063
"2014008-016","40","1",0.0208248200071566,0.00572966344122644,Inf,0.00959488601881693,0.0320547539954962
"2014009-010","40","1",0.0188019496747158,0.00572966344122645,Inf,0.00757201568637612,0.0300318836630554
"2014009-012","40","1",0.0231110228281505,0.00572966344122644,Inf,0.0118810888398109,0.0343409568164902
"2014009-034","40","1",0.0254181936554376,0.00572966344122644,Inf,0.0141882596670979,0.0366481276437772
"2014009-041","40","1",0.027198341273233,0.00806033247440036,Inf,0.0114003799199897,0.0429963026264763
"2014009-046","40","1",0.0198697723692587,0.00572966344122643,Inf,0.00863983838091908,0.0310997063575983
"2014010-010","40","1",0.0292948456150521,0.00572966344122643,Inf,0.0180649116267125,0.0405247796033918
"W1406-001","40","1",0.0231653005433618,0.00572966344122643,Inf,0.0119353665550221,0.0343952345317014
"W1411-017","40","1",0.0248691570102311,0.00572966344122643,Inf,0.0136392230218915,0.0360990909985707
"W1425-006","40","1",0.0319618096277972,0.00572966344122643,Inf,0.0207318756394576,0.0431917436161368
"2014001-005","41","1",0.0384018949446548,0.00572966344122645,Inf,0.0271719609563151,0.0496318289329944
"2014005-019","41","1",0.036346019254528,0.00572966344122646,Inf,0.0251160852661883,0.0475759532428677
"2014005-024","41","1",0.0238526503237186,0.00572966344122646,Inf,0.0126227163353789,0.0350825843120583
"2014006-046","41","1",0.0333828039089742,0.00572966344122646,Inf,0.0221528699206345,0.0446127378973139
"2014007-001","41","1",0.0323442223516777,0.00572966344122644,Inf,0.0211142883633381,0.0435741563400174
"2014008-016","41","1",0.0250605312174714,0.00572966344122644,Inf,0.0138305972291317,0.036290465205811
"2014009-010","41","1",0.0198495305438999,0.00572966344122645,Inf,0.00861959655556019,0.0310794645322395
"2014009-012","41","1",0.0265055837506627,0.00572966344122645,Inf,0.015275649762323,0.0377355177390023
"2014009-034","41","1",0.0253709738098358,0.00572966344122645,Inf,0.0141410398214961,0.0366009077981754
"2014009-041","41","1",0.0221332128139812,0.00806033247440036,Inf,0.00633525146073787,0.0379311741672245
"2014009-046","41","1",0.0283126077072452,0.00572966344122644,Inf,0.0170826737189056,0.0395425416955849
"2014010-010","41","1",0.0316288672487293,0.00572966344122644,Inf,0.0203989332603897,0.042858801237069
"W1406-001","41","1",0.0214091546518721,0.00572966344122644,Inf,0.0101792206635324,0.0326390886402117
"W1411-017","41","1",0.0195942793999775,0.00572966344122644,Inf,0.00836434541163784,0.0308242133883171
"W1425-006","41","1",0.0245916298785997,0.00572966344122643,Inf,0.0133616958902601,0.0358215638669393
"2014001-005","42","1",0.0434435844351714,0.00572966344122645,Inf,0.0322136504468317,0.054673518423511
"2014005-019","42","1",0.0377329243250842,0.00572966344122646,Inf,0.0265029903367445,0.0489628583134239
"2014005-024","42","1",0.0235821981566111,0.00572966344122646,Inf,0.0123522641682715,0.0348121321449508
"2014006-046","42","1",0.0262072343987316,0.00572966344122646,Inf,0.0149773004103919,0.0374371683870713
"2014007-001","42","1",0.034664711176731,0.00572966344122645,Inf,0.0234347771883913,0.0458946451650706
"2014008-016","42","1",0.0330415303541245,0.00572966344122645,Inf,0.0218115963657848,0.0442714643424641
"2014009-010","42","1",0.0218031230753843,0.00572966344122645,Inf,0.0105731890870446,0.033033057063724
"2014009-012","42","1",0.0290116103334929,0.00572966344122645,Inf,0.0177816763451533,0.0402415443218326
"2014009-034","42","1",0.0264805627207662,0.00572966344122645,Inf,0.0152506287324265,0.0377104967091058
